-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2011 through 12/31/2020 
Location: Latitude  23.16   Longitude 92.93 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 964.11 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
GWETPROF,2013,0.47,0.45,0.45,0.46,0.64,0.65,0.67,0.69,0.7,0.7,0.62,0.52,0.59
GWETPROF,2014,0.48,0.47,0.46,0.45,0.52,0.63,0.7,0.7,0.7,0.68,0.58,0.5,0.57
GWETPROF,2015,0.48,0.46,0.45,0.55,0.57,0.62,0.84,0.92,0.91,0.86,0.72,0.59,0.66
GWETPROF,2016,0.52,0.48,0.48,0.51,0.58,0.68,0.8,0.83,0.85,0.86,0.8,0.66,0.67
GWETPROF,2017,0.55,0.49,0.54,0.62,0.7,0.88,0.95,0.96,0.95,0.91,0.83,0.7,0.76
GWETPROF,2018,0.6,0.52,0.48,0.52,0.64,0.83,0.91,0.91,0.9,0.84,0.73,0.59,0.71
GWETPROF,2019,0.52,0.48,0.5,0.51,0.52,0.66,0.89,0.92,0.88,0.86,0.79,0.66,0.69
GWETPROF,2020,0.61,0.52,0.48,0.48,0.57,0.75,0.81,0.8,0.77,0.84,0.8,0.65,0.67
GWETROOT,2011,0.52,0.48,0.46,0.48,0.54,0.64,0.7,0.82,0.8,0.7,0.58,0.5,0.6
GWETROOT,2012,0.47,0.45,0.45,0.51,0.54,0.62,0.69,0.72,0.7,0.64,0.55,0.49,0.57
GWETROOT,2013,0.46,0.45,0.45,0.46,0.66,0.66,0.69,0.7,0.72,0.72,0.62,0.52,0.59
GWETROOT,2014,0.48,0.47,0.45,0.45,0.53,0.65,0.72,0.71,0.71,0.7,0.59,0.5,0.58
GWETROOT,2015,0.48,0.45,0.45,0.55,0.58,0.64,0.86,0.95,0.94,0.88,0.73,0.59,0.68
GWETROOT,2016,0.52,0.48,0.48,0.52,0.59,0.7,0.82,0.85,0.88,0.88,0.83,0.67,0.68
GWETROOT,2017,0.55,0.49,0.55,0.64,0.72,0.9,0.97,0.98,0.97,0.94,0.85,0.72,0.77
GWETROOT,2018,0.61,0.52,0.48,0.53,0.65,0.85,0.93,0.94,0.93,0.87,0.74,0.6,0.72
GWETROOT,2019,0.52,0.48,0.5,0.51,0.53,0.67,0.91,0.95,0.91,0.88,0.81,0.68,0.7
GWETROOT,2020,0.62,0.53,0.48,0.48,0.59,0.77,0.84,0.82,0.79,0.86,0.82,0.66,0.69
WS2M_MAX,2011,1.02,0.93,0.83,0.72,0.49,0.47,0.33,0.35,0.52,0.73,0.93,1.05,1.05
WS2M_MAX,2012,1.09,1.01,0.75,0.69,0.48,0.41,0.34,0.34,0.45,0.87,0.67,1.09,1.09
WS2M_MAX,2013,0.98,0.93,0.8,0.48,0.52,0.38,0.34,0.33,0.59,0.72,1.13,1.09,1.13
WS2M_MAX,2014,1.13,0.87,0.67,0.7,0.41,0.26,0.27,0.45,0.39,0.66,0.85,1.09,1.13
WS2M_MAX,2015,1.0,0.8,0.81,0.62,0.41,0.27,0.26,0.33,0.38,0.62,0.85,0.95,1.0
WS2M_MAX,2016,1.09,0.98,0.68,0.41,0.42,0.18,0.23,0.54,0.52,0.7,0.78,1.04,1.09
WS2M_MAX,2017,1.03,0.93,0.6,0.57,0.47,0.38,0.41,0.37,0.46,0.63,0.93,1.04,1.04
WS2M_MAX,2018,1.14,0.88,0.63,0.69,0.54,0.33,0.5,0.41,0.48,0.65,0.99,1.15,1.15
WS2M_MAX,2019,1.09,0.83,0.82,0.55,0.46,0.31,0.44,0.45,0.59,0.66,0.77,0.95,1.09
WS2M_MAX,2020,1.02,0.91,0.66,0.66,0.51,0.3,0.3,0.33,0.58,0.61,0.97,1.17,1.17
WS2M_MIN,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLOUD_AMT,2011,40.78,35.45,50.8,63.62,81.88,90.54,93.28,93.5,84.3,52.62,25.62,40.88,62.96
CLOUD_AMT,2012,49.23,37.25,52.0,65.53,75.15,90.24,91.27,91.23,91.07,54.12,53.49,37.98,65.77
CLOUD_AMT,2013,38.82,44.95,48.01,57.88,87.34,90.9,95.88,94.67,89.6,73.18,31.12,41.3,66.3
CLOUD_AMT,2014,35.75,43.79,50.76,50.51,76.72,89.77,93.27,94.53,78.36,53.56,37.13,44.48,62.52
CLOUD_AMT,2015,44.48,50.44,46.59,80.28,74.98,91.62,95.85,96.51,81.84,63.91,36.95,50.62,67.93
CLOUD_AMT,2016,46.85,51.66,65.45,66.83,83.37,91.05,96.52,89.13,89.82,65.59,40.43,34.12,68.45
CLOUD_AMT,2017,34.14,17.46,48.05,63.92,64.64,89.89,94.41,90.59,86.82,70.52,35.03,42.12,61.75
CLOUD_AMT,2018,32.27,35.76,32.46,63.41,78.04,90.15,93.67,91.78,74.55,49.66,28.42,42.45,59.53
CLOUD_AMT,2019,20.69,36.52,37.87,48.7,61.15,86.5,90.13,87.23,86.28,60.02,35.42,43.37,57.93
CLOUD_AMT,2020,46.67,32.25,36.61,63.3,72.23,87.74,95.88,88.91,88.8,70.62,37.06,27.73,62.41
PRECTOTCORR,2011,0.25,0.07,1.38,1.06,5.59,7.52,4.07,9.81,4.96,1.04,0.0,0.01,3.0
PRECTOTCORR,2012,0.11,0.1,0.33,4.31,2.77,7.21,6.5,3.52,3.32,1.49,0.68,0.02,2.53
PRECTOTCORR,2013,0.0,0.06,0.17,1.28,9.46,5.33,4.41,4.8,5.29,3.57,0.0,0.01,2.89
PRECTOTCORR,2014,0.0,0.51,0.47,0.31,5.45,9.71,3.1,5.5,4.96,1.75,0.0,0.03,2.65
PRECTOTCORR,2015,0.23,0.2,0.87,5.83,2.96,10.69,18.65,10.75,6.38,3.86,0.21,0.02,5.09
PRECTOTCORR,2016,0.06,0.6,1.77,2.0,7.13,7.23,10.67,10.29,9.19,5.97,4.17,0.01,4.94
PRECTOTCORR,2017,0.03,0.22,4.22,10.05,5.86,21.02,23.55,22.28,10.13,7.63,0.31,1.4,8.95
PRECTOTCORR,2018,0.42,0.14,0.51,5.83,6.3,24.4,12.82,9.8,9.51,4.44,0.25,0.28,6.23
PRECTOTCORR,2019,0.0,1.37,1.73,1.28,6.41,8.35,31.73,9.37,8.04,5.19,4.23,0.22,6.55
PRECTOTCORR,2020,1.91,0.19,0.07,3.63,8.08,9.06,9.38,6.01,8.1,9.45,1.65,0.0,4.81
ALLSKY_SFC_PAR_TOT,2011,75.8,93.46,97.97,107.02,97.38,92.12,91.9,92.05,94.27,96.56,89.5,73.52,91.74
ALLSKY_SFC_PAR_TOT,2012,69.18,94.57,101.71,96.34,107.92,80.45,93.7,95.34,94.11,89.7,76.52,73.24,89.4
ALLSKY_SFC_PAR_TOT,2013,78.69,95.42,105.83,105.99,79.16,103.12,100.15,90.23,90.65,81.91,90.75,71.41,91.0
ALLSKY_SFC_PAR_TOT,2014,80.22,88.79,109.59,111.61,100.41,87.97,102.06,87.27,93.16,95.75,86.25,75.41,93.23
ALLSKY_SFC_PAR_TOT,2015,75.91,88.34,104.67,92.78,95.47,86.34,79.13,84.6,86.74,89.71,86.4,62.17,85.98
ALLSKY_SFC_PAR_TOT,2016,70.66,78.17,94.62,97.03,96.59,100.29,88.34,96.75,93.57,91.98,81.61,77.47,88.94
ALLSKY_SFC_PAR_TOT,2017,84.49,95.09,91.89,94.62,107.36,89.75,89.64,88.29,88.78,87.45,86.71,75.67,89.94
ALLSKY_SFC_PAR_TOT,2018,75.88,88.3,101.86,98.66,91.75,87.74,92.59,95.11,100.9,84.59,86.59,74.07,89.8
ALLSKY_SFC_PAR_TOT,2019,86.35,87.23,101.53,109.78,108.02,98.65,86.75,99.44,99.95,90.34,86.59,74.09,94.06
ALLSKY_SFC_PAR_TOT,2020,69.48,85.86,104.52,100.73,97.76,96.05,91.42,98.25,94.88,91.39,84.46,78.43,91.1
