-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2011 through 12/31/2020 
Location: Latitude  19.75   Longitude 75.71 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 560.87 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M_MAX,2017,33.65,36.82,41.66,42.74,42.78,39.58,34.03,33.39,31.16,31.05,30.11,30.55,42.78
T2M_MAX,2018,32.88,36.49,40.24,42.75,43.75,40.1,34.92,33.16,34.05,35.86,34.44,32.84,43.75
T2M_MAX,2019,32.09,36.75,40.82,44.23,42.9,42.69,34.55,31.35,30.62,29.75,28.98,28.3,44.23
T2M_MAX,2020,32.28,35.21,37.55,41.79,43.59,35.25,32.58,30.9,31.21,30.1,28.79,28.47,43.59
T2M_MIN,2011,6.81,13.19,14.94,18.33,22.2,22.29,20.76,20.42,19.69,14.25,12.53,11.51,6.81
T2M_MIN,2012,8.69,8.3,12.07,20.62,21.36,21.66,21.51,21.29,19.35,13.76,10.91,10.46,8.3
T2M_MIN,2013,9.51,11.46,14.65,19.9,22.9,22.12,20.2,20.38,19.76,14.52,11.12,8.22,8.22
T2M_MIN,2014,8.84,10.81,10.88,19.3,21.96,23.47,21.81,21.35,19.0,14.91,13.23,7.5,7.5
T2M_MIN,2015,8.48,12.48,10.62,17.78,22.59,21.41,21.64,21.06,17.37,17.66,15.47,8.33,8.33
T2M_MIN,2016,8.47,12.82,16.31,20.83,23.65,22.48,21.58,20.33,18.91,14.3,11.14,9.3,8.47
T2M_MIN,2017,8.75,13.95,13.24,19.66,22.76,22.83,21.89,19.77,19.94,14.38,10.66,9.64,8.75
T2M_MIN,2018,10.65,14.27,17.44,20.16,23.51,22.49,21.19,20.62,18.51,15.25,13.75,6.5,6.5
T2M_MIN,2019,7.12,7.91,12.95,18.05,21.47,22.47,21.02,20.78,21.13,17.6,12.82,8.41,7.12
T2M_MIN,2020,8.24,11.69,14.33,19.44,23.79,21.19,21.23,21.19,20.04,15.86,10.6,8.2,8.2
GWETPROF,2011,0.63,0.6,0.6,0.6,0.6,0.63,0.69,0.76,0.84,0.75,0.66,0.61,0.66
GWETPROF,2012,0.6,0.6,0.6,0.6,0.6,0.62,0.72,0.7,0.75,0.7,0.62,0.6,0.65
GWETPROF,2013,0.6,0.6,0.6,0.6,0.6,0.68,0.77,0.81,0.8,0.8,0.7,0.69,0.69
GWETPROF,2014,0.63,0.61,0.62,0.6,0.6,0.61,0.66,0.73,0.77,0.66,0.63,0.61,0.65
GWETPROF,2015,0.61,0.6,0.62,0.61,0.6,0.69,0.68,0.69,0.7,0.66,0.61,0.6,0.64
GWETPROF,2016,0.6,0.6,0.6,0.6,0.6,0.62,0.77,0.82,0.78,0.8,0.67,0.62,0.67
GWETPROF,2017,0.6,0.6,0.6,0.6,0.6,0.67,0.7,0.7,0.82,0.81,0.7,0.62,0.67
GWETPROF,2018,0.6,0.6,0.6,0.6,0.6,0.63,0.72,0.73,0.7,0.62,0.61,0.6,0.63
GWETPROF,2019,0.6,0.6,0.6,0.6,0.6,0.62,0.72,0.79,0.82,0.83,0.82,0.72,0.7
GWETPROF,2020,0.66,0.61,0.6,0.6,0.6,0.7,0.81,0.91,0.93,0.91,0.82,0.71,0.74
GWETROOT,2011,0.62,0.59,0.59,0.59,0.59,0.63,0.7,0.76,0.84,0.74,0.65,0.6,0.66
GWETROOT,2012,0.59,0.59,0.59,0.59,0.59,0.62,0.72,0.7,0.74,0.69,0.62,0.59,0.64
GWETROOT,2013,0.59,0.59,0.59,0.59,0.59,0.69,0.78,0.81,0.8,0.79,0.7,0.68,0.69
GWETROOT,2014,0.62,0.6,0.62,0.59,0.59,0.61,0.67,0.73,0.77,0.66,0.62,0.61,0.64
GWETROOT,2015,0.61,0.59,0.62,0.6,0.59,0.7,0.66,0.69,0.7,0.66,0.6,0.59,0.63
GWETROOT,2016,0.59,0.59,0.6,0.59,0.59,0.62,0.77,0.81,0.78,0.79,0.66,0.61,0.67
GWETROOT,2017,0.59,0.59,0.59,0.59,0.59,0.67,0.7,0.7,0.82,0.81,0.69,0.62,0.66
GWETROOT,2018,0.59,0.59,0.59,0.59,0.59,0.63,0.72,0.72,0.69,0.62,0.6,0.59,0.62
GWETROOT,2019,0.59,0.59,0.59,0.59,0.59,0.62,0.72,0.79,0.82,0.83,0.81,0.71,0.69
GWETROOT,2020,0.65,0.6,0.59,0.59,0.59,0.7,0.82,0.91,0.93,0.91,0.81,0.7,0.73
WS2M_MAX,2011,4.06,5.12,5.12,6.01,7.04,8.59,7.77,6.99,5.72,4.01,4.51,5.3,8.59
WS2M_MAX,2012,4.74,5.86,5.42,5.46,7.99,7.48,8.02,7.23,6.21,4.28,4.62,4.46,8.02
WS2M_MAX,2013,5.78,6.88,6.54,5.34,7.84,8.56,8.88,8.17,6.92,4.46,3.9,5.52,8.88
WS2M_MAX,2014,5.3,5.7,5.56,5.12,6.65,8.27,8.55,6.98,6.88,4.77,4.48,4.69,8.55
WS2M_MAX,2015,4.53,5.05,6.16,6.45,6.99,9.9,7.84,7.01,6.04,3.75,5.2,4.42,9.9
WS2M_MAX,2016,4.11,5.89,5.0,7.32,8.03,7.35,8.7,7.15,5.02,4.45,3.43,4.17,8.7
WS2M_MAX,2017,5.28,4.87,5.49,6.19,7.61,7.02,8.41,6.55,3.85,3.33,3.66,5.12,8.41
WS2M_MAX,2018,4.43,4.88,4.66,6.59,6.23,9.69,8.05,7.37,6.55,4.78,4.83,4.64,9.69
WS2M_MAX,2019,4.95,5.74,5.39,5.75,6.76,8.01,8.3,8.88,6.09,4.16,3.77,4.81,8.88
WS2M_MAX,2020,5.01,5.88,5.12,5.16,7.66,12.24,7.83,7.23,4.22,5.29,4.85,3.82,12.24
WS2M_MIN,2011,0.08,0.12,0.1,0.08,0.07,0.07,0.12,0.47,0.12,0.09,0.46,0.06,0.06
WS2M_MIN,2012,0.28,0.07,0.21,0.41,1.12,0.34,0.28,0.79,0.31,0.2,0.08,0.06,0.06
WS2M_MIN,2013,0.08,0.09,0.08,0.11,0.63,0.16,1.73,0.96,0.2,0.16,0.66,0.11,0.08
WS2M_MIN,2014,0.11,0.09,0.09,0.17,0.13,0.67,0.98,0.18,0.72,0.13,0.07,0.05,0.05
WS2M_MIN,2015,0.04,0.05,0.16,0.12,0.21,0.16,1.2,0.18,0.11,0.06,0.05,0.28,0.04
WS2M_MIN,2016,0.08,0.02,0.12,0.13,0.27,0.23,0.14,0.03,0.09,0.07,0.16,0.29,0.02
WS2M_MIN,2017,0.11,0.25,0.07,0.47,0.23,0.08,1.48,0.45,0.12,0.13,0.06,0.06,0.06
WS2M_MIN,2018,0.07,0.08,0.09,0.08,0.62,0.16,1.34,0.73,0.05,0.25,0.08,0.2,0.05
WS2M_MIN,2019,0.12,0.1,0.08,0.12,1.38,0.29,0.27,0.12,0.05,0.13,0.2,0.02,0.02
WS2M_MIN,2020,0.01,0.15,0.1,0.13,0.08,0.2,0.15,0.02,0.09,0.16,0.23,0.02,0.01
CLOUD_AMT,2011,20.74,20.77,15.84,25.39,29.15,77.47,89.46,92.34,71.53,36.73,12.99,23.19,43.11
CLOUD_AMT,2012,28.34,24.05,22.81,31.26,18.59,69.51,94.05,84.53,70.45,49.16,16.09,28.23,44.84
CLOUD_AMT,2013,32.95,28.35,24.37,18.8,32.62,90.56,95.93,86.72,72.41,45.91,23.08,18.17,47.61
CLOUD_AMT,2014,35.09,26.08,32.9,31.29,43.03,58.9,87.35,79.7,55.95,39.87,26.65,30.69,45.81
CLOUD_AMT,2015,32.48,23.12,31.73,23.15,38.54,75.5,79.26,80.49,64.66,34.52,30.93,20.08,44.67
CLOUD_AMT,2016,33.69,33.09,29.2,24.98,37.0,80.29,94.0,80.8,77.83,30.58,16.26,29.0,47.27
CLOUD_AMT,2017,33.94,15.71,13.85,14.72,35.69,84.18,89.48,87.27,76.37,55.46,19.02,36.88,47.12
CLOUD_AMT,2018,14.46,31.03,33.16,26.76,37.37,89.5,95.49,92.19,55.21,26.84,20.11,25.42,45.73
CLOUD_AMT,2019,13.83,24.96,9.73,29.1,26.11,76.79,88.32,86.16,89.52,69.59,28.13,47.39,49.26
CLOUD_AMT,2020,20.08,22.59,23.8,23.27,38.11,83.13,89.25,87.45,82.91,62.55,23.1,25.88,48.6
PRECTOTCORR,2011,0.0,0.13,0.13,0.32,0.38,3.25,7.77,6.99,3.15,2.0,0.0,0.0,2.03
PRECTOTCORR,2012,0.04,0.0,0.0,0.19,0.39,4.71,5.26,3.6,3.75,2.1,0.03,0.03,1.68
PRECTOTCORR,2013,0.11,0.28,0.01,0.04,0.1,6.37,7.57,2.38,6.09,2.79,1.72,1.09,2.38
PRECTOTCORR,2014,0.23,0.49,1.78,0.45,0.45,1.7,6.11,5.9,2.85,0.68,1.23,0.65,1.89
PRECTOTCORR,2015,0.39,0.49,1.83,1.07,0.49,7.41,1.3,4.36,7.93,0.86,0.15,0.0,2.18
PRECTOTCORR,2016,0.0,0.14,0.59,0.02,0.45,3.95,9.21,3.61,6.65,1.7,0.0,0.0,2.2
PRECTOTCORR,2017,0.0,0.0,0.07,0.0,0.12,5.83,4.29,6.55,8.64,2.38,0.05,0.01,2.33
PRECTOTCORR,2018,0.0,0.06,0.05,0.09,0.01,4.48,4.55,6.96,1.5,0.07,0.4,0.0,1.53
PRECTOTCORR,2019,0.0,0.01,0.0,0.13,0.0,3.39,6.39,4.97,7.22,4.66,0.9,0.15,2.33
PRECTOTCORR,2020,0.03,0.03,1.06,0.0,0.57,8.92,9.02,6.42,8.87,4.33,0.13,0.05,3.29
ALLSKY_SFC_PAR_TOT,2011,92.34,102.7,122.09,126.95,132.69,97.91,81.05,77.12,90.27,96.1,92.01,82.98,99.47
ALLSKY_SFC_PAR_TOT,2012,87.7,103.25,120.73,130.06,138.48,111.53,77.21,79.91,83.45,91.9,84.54,83.01,99.26
ALLSKY_SFC_PAR_TOT,2013,82.84,96.01,118.34,131.92,132.77,85.66,67.59,79.52,91.68,89.07,84.03,83.62,95.22
ALLSKY_SFC_PAR_TOT,2014,79.96,101.59,112.02,125.42,125.23,119.16,84.44,85.35,92.55,93.73,85.45,82.05,98.82
ALLSKY_SFC_PAR_TOT,2015,83.36,102.76,111.88,126.4,128.67,104.05,93.95,85.65,95.37,92.89,81.82,84.25,99.2
ALLSKY_SFC_PAR_TOT,2016,84.2,99.14,115.97,128.78,135.39,102.43,74.41,87.13,78.2,95.25,91.91,85.12,98.13
ALLSKY_SFC_PAR_TOT,2017,83.52,104.27,122.42,135.46,131.89,105.27,86.66,82.74,93.77,93.41,85.59,75.82,99.98
ALLSKY_SFC_PAR_TOT,2018,84.9,95.2,107.51,127.48,130.36,97.8,72.12,73.07,98.78,100.94,87.15,79.59,96.18
ALLSKY_SFC_PAR_TOT,2019,85.93,99.98,122.94,131.51,140.68,107.09,83.55,85.73,81.39,82.45,84.88,66.88,97.7
ALLSKY_SFC_PAR_TOT,2020,83.16,95.17,116.5,131.02,135.39,104.8,97.11,79.23,85.86,84.73,88.25,78.49,98.28
