-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2011 through 12/31/2020 
Location: Latitude  10.85   Longitude 76.27 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 370.89 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M_MIN,2016,16.45,17.47,22.39,24.31,23.87,20.98,20.75,19.9,19.92,20.28,18.32,17.63,16.45
T2M_MIN,2017,17.2,17.82,20.33,23.26,21.61,21.47,21.09,21.12,21.23,20.29,19.88,16.45,16.45
T2M_MIN,2018,17.51,17.15,19.61,23.5,22.04,20.71,20.73,20.58,20.05,19.9,17.72,18.01,17.15
T2M_MIN,2019,15.88,19.35,21.19,23.69,22.87,22.38,21.48,21.4,21.19,21.05,20.2,19.3,15.88
T2M_MIN,2020,17.59,19.03,22.4,23.25,23.39,22.0,21.72,21.86,20.67,20.66,17.33,17.58,17.33
GWETPROF,2011,0.67,0.57,0.55,0.56,0.61,0.86,0.91,0.94,0.94,0.84,0.84,0.68,0.75
GWETPROF,2012,0.57,0.53,0.52,0.55,0.64,0.73,0.84,0.84,0.86,0.77,0.77,0.62,0.69
GWETPROF,2013,0.54,0.54,0.53,0.52,0.55,0.84,0.97,0.94,0.87,0.84,0.8,0.68,0.72
GWETPROF,2014,0.56,0.53,0.52,0.54,0.69,0.8,0.91,0.97,0.92,0.91,0.88,0.71,0.75
GWETPROF,2015,0.59,0.53,0.53,0.57,0.66,0.73,0.81,0.79,0.73,0.77,0.77,0.69,0.68
GWETPROF,2016,0.57,0.53,0.52,0.53,0.59,0.77,0.88,0.84,0.74,0.64,0.62,0.59,0.65
GWETPROF,2017,0.54,0.52,0.55,0.55,0.62,0.77,0.86,0.88,0.94,0.9,0.8,0.71,0.72
GWETPROF,2018,0.58,0.54,0.53,0.55,0.69,0.86,0.94,0.95,0.83,0.88,0.77,0.64,0.73
GWETPROF,2019,0.55,0.52,0.52,0.55,0.58,0.66,0.8,0.94,0.95,0.95,0.91,0.78,0.73
GWETPROF,2020,0.62,0.55,0.53,0.53,0.58,0.71,0.87,0.95,0.94,0.88,0.83,0.72,0.73
GWETROOT,2011,0.68,0.57,0.54,0.56,0.62,0.9,0.95,0.97,0.97,0.87,0.87,0.7,0.77
GWETROOT,2012,0.58,0.53,0.52,0.56,0.65,0.76,0.88,0.87,0.89,0.8,0.8,0.62,0.7
GWETROOT,2013,0.54,0.54,0.53,0.52,0.55,0.88,0.99,0.97,0.91,0.87,0.82,0.7,0.73
GWETROOT,2014,0.56,0.52,0.52,0.54,0.71,0.84,0.94,0.99,0.95,0.95,0.91,0.73,0.77
GWETROOT,2015,0.59,0.53,0.53,0.57,0.67,0.76,0.84,0.81,0.76,0.79,0.8,0.7,0.7
GWETROOT,2016,0.57,0.52,0.52,0.52,0.59,0.8,0.92,0.88,0.77,0.65,0.62,0.59,0.66
GWETROOT,2017,0.54,0.52,0.55,0.55,0.63,0.8,0.89,0.91,0.97,0.94,0.84,0.73,0.74
GWETROOT,2018,0.58,0.54,0.53,0.55,0.7,0.89,0.97,0.98,0.86,0.91,0.8,0.65,0.75
GWETROOT,2019,0.55,0.52,0.52,0.55,0.58,0.68,0.82,0.96,0.98,0.97,0.95,0.81,0.74
GWETROOT,2020,0.62,0.55,0.52,0.53,0.59,0.73,0.91,0.97,0.97,0.92,0.86,0.74,0.74
WS2M_MAX,2011,2.94,2.7,3.05,2.91,3.41,3.98,4.05,3.41,3.05,2.98,4.16,2.89,4.16
WS2M_MAX,2012,2.95,3.16,3.45,3.16,2.79,3.66,3.45,3.37,3.23,2.65,2.61,3.06,3.66
WS2M_MAX,2013,3.06,3.2,3.09,3.34,3.57,3.88,3.46,3.55,3.23,2.84,2.62,3.46,3.88
WS2M_MAX,2014,3.1,3.02,3.24,3.16,3.66,3.61,3.3,3.59,2.93,3.09,2.64,2.96,3.66
WS2M_MAX,2015,3.1,3.29,3.05,2.69,2.89,3.52,3.69,3.06,2.98,2.67,2.69,3.07,3.69
WS2M_MAX,2016,2.97,3.16,3.01,3.57,3.77,3.5,3.64,3.76,3.56,2.84,2.49,3.05,3.77
WS2M_MAX,2017,3.09,3.58,2.91,3.07,3.37,3.6,3.45,3.09,3.38,2.34,2.61,3.12,3.6
WS2M_MAX,2018,2.93,2.95,2.95,3.05,4.49,3.8,3.71,3.65,2.77,2.43,2.56,2.76,4.49
WS2M_MAX,2019,2.98,3.19,3.12,3.37,3.04,3.42,3.77,3.99,3.08,3.65,2.69,2.95,3.99
WS2M_MAX,2020,3.2,3.3,2.75,2.94,3.92,3.18,3.27,3.45,3.61,3.22,2.92,3.02,3.92
WS2M_MIN,2011,0.0,0.06,0.05,0.16,0.5,0.62,0.4,0.11,0.34,0.02,0.02,0.07,0.0
WS2M_MIN,2012,0.05,0.03,0.02,0.07,0.59,0.41,0.25,0.19,0.34,0.04,0.05,0.04,0.02
WS2M_MIN,2013,0.1,0.02,0.09,0.13,0.14,0.78,0.34,0.59,0.12,0.1,0.05,0.12,0.02
WS2M_MIN,2014,0.03,0.05,0.03,0.04,0.13,0.8,0.63,0.14,0.09,0.07,0.06,0.08,0.03
WS2M_MIN,2015,0.03,0.05,0.03,0.02,0.05,0.35,0.19,0.45,0.34,0.02,0.03,0.01,0.01
WS2M_MIN,2016,0.05,0.04,0.04,0.07,0.21,0.47,0.22,0.58,0.3,0.02,0.04,0.01,0.01
WS2M_MIN,2017,0.04,0.05,0.05,0.12,0.1,0.09,0.47,0.45,0.04,0.09,0.06,0.04,0.04
WS2M_MIN,2018,0.0,0.04,0.01,0.05,0.11,0.18,0.31,0.35,0.02,0.02,0.02,0.06,0.0
WS2M_MIN,2019,0.05,0.03,0.02,0.06,0.31,0.27,0.41,0.57,0.09,0.04,0.02,0.11,0.02
WS2M_MIN,2020,0.03,0.04,0.12,0.03,0.02,0.07,0.14,0.28,0.22,0.03,0.09,0.09,0.02
CLOUD_AMT,2011,41.76,46.25,41.45,69.89,71.01,87.96,96.8,96.22,81.52,75.64,60.55,58.12,69.05
CLOUD_AMT,2012,38.23,48.73,57.66,70.38,80.3,90.24,89.52,91.17,77.09,77.18,45.73,54.16,68.45
CLOUD_AMT,2013,40.65,46.76,56.95,61.88,88.28,97.45,98.36,89.69,81.6,73.65,65.03,54.64,71.39
CLOUD_AMT,2014,41.13,41.24,52.29,71.77,76.52,87.89,91.61,93.4,78.13,84.43,72.7,67.82,71.76
CLOUD_AMT,2015,36.35,38.46,54.17,74.05,84.36,92.48,83.64,78.55,83.65,74.37,80.4,56.41,69.86
CLOUD_AMT,2016,47.57,50.52,48.77,59.65,79.76,94.59,95.66,85.7,80.9,66.9,60.19,53.9,68.72
CLOUD_AMT,2017,43.91,25.45,53.85,51.86,81.41,92.66,84.93,93.93,84.95,80.08,74.45,32.84,66.93
CLOUD_AMT,2018,30.03,23.36,42.15,65.33,89.14,94.95,92.75,93.43,69.66,72.18,61.0,54.94,66.02
CLOUD_AMT,2019,27.07,30.78,31.27,48.49,65.77,87.42,92.98,96.12,89.14,83.76,55.7,53.88,63.73
CLOUD_AMT,2020,20.56,22.9,38.12,53.76,83.46,94.54,93.31,89.08,91.62,74.84,68.48,57.66,65.8
PRECTOTCORR,2011,0.04,1.58,0.44,4.01,4.33,14.35,11.87,10.61,8.1,6.82,4.5,0.6,5.61
PRECTOTCORR,2012,0.01,0.22,0.28,4.63,1.93,11.33,6.36,9.02,4.5,6.21,3.26,0.21,4.0
PRECTOTCORR,2013,0.01,1.55,0.97,0.32,4.32,21.37,17.7,7.38,5.33,5.71,3.73,0.91,5.79
PRECTOTCORR,2014,0.01,0.08,0.22,1.73,8.89,9.21,17.63,15.38,6.56,8.93,3.3,0.72,6.11
PRECTOTCORR,2015,0.01,0.02,1.28,3.71,5.52,8.95,5.44,4.42,5.41,4.78,6.29,1.11,3.92
PRECTOTCORR,2016,0.16,0.33,0.29,0.86,4.51,11.62,10.77,4.17,1.51,1.84,2.09,1.78,3.34
PRECTOTCORR,2017,0.62,0.01,2.17,1.57,6.45,10.2,7.18,9.3,12.04,5.04,2.97,1.46,4.94
PRECTOTCORR,2018,0.06,0.38,1.19,2.83,8.28,13.18,16.02,15.28,3.87,7.42,3.22,0.47,6.07
PRECTOTCORR,2019,0.0,0.32,0.48,3.02,2.33,6.38,10.24,18.81,10.27,12.46,3.85,1.91,5.88
PRECTOTCORR,2020,0.19,0.25,0.77,1.72,3.89,8.09,13.25,12.56,11.63,4.9,5.18,2.01,5.39
ALLSKY_SFC_PAR_TOT,2011,101.22,107.98,119.81,106.82,107.71,78.73,76.11,80.63,94.05,99.4,90.98,89.71,96.04
ALLSKY_SFC_PAR_TOT,2012,104.2,111.32,110.3,107.45,99.93,84.7,89.17,81.91,97.96,96.67,96.97,92.59,97.7
ALLSKY_SFC_PAR_TOT,2013,103.54,110.09,111.81,111.59,96.07,69.4,67.84,89.59,91.87,93.63,90.61,92.9,93.98
ALLSKY_SFC_PAR_TOT,2014,101.58,107.2,118.07,106.97,100.16,89.91,79.7,81.89,100.76,88.0,85.42,85.0,95.29
ALLSKY_SFC_PAR_TOT,2015,101.47,113.19,112.72,108.84,94.7,85.52,90.62,97.62,103.29,94.06,83.28,90.38,97.88
ALLSKY_SFC_PAR_TOT,2016,98.07,107.06,114.98,111.9,100.83,75.04,84.09,94.21,97.8,92.09,91.72,88.83,96.35
ALLSKY_SFC_PAR_TOT,2017,96.56,118.37,115.33,117.48,103.28,82.72,90.75,85.48,96.04,92.13,87.49,94.24,98.18
ALLSKY_SFC_PAR_TOT,2018,97.49,118.49,115.6,115.69,98.77,76.77,76.41,79.13,115.84,96.41,90.63,87.02,97.16
ALLSKY_SFC_PAR_TOT,2019,101.88,112.71,123.75,121.03,110.09,93.42,87.16,74.48,91.11,93.33,94.64,90.28,99.38
ALLSKY_SFC_PAR_TOT,2020,107.84,113.6,119.27,117.88,105.51,88.56,86.22,90.16,80.35,95.84,92.71,85.02,98.54
