-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2011 through 12/31/2020 
Location: Latitude  22.25   Longitude 71.19 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 118.29 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
GWETTOP,2013,0.18,0.16,0.12,0.23,0.18,0.6,0.8,0.85,0.77,0.8,0.65,0.52,0.49
GWETTOP,2014,0.32,0.23,0.16,0.18,0.26,0.23,0.55,0.79,0.78,0.59,0.41,0.23,0.39
GWETTOP,2015,0.23,0.21,0.3,0.21,0.2,0.58,0.7,0.71,0.65,0.51,0.27,0.18,0.4
GWETTOP,2016,0.15,0.13,0.12,0.11,0.1,0.23,0.63,0.73,0.68,0.65,0.44,0.24,0.35
GWETTOP,2017,0.17,0.15,0.12,0.1,0.15,0.59,0.84,0.88,0.83,0.66,0.45,0.34,0.44
GWETTOP,2018,0.2,0.16,0.12,0.11,0.09,0.23,0.68,0.71,0.65,0.39,0.21,0.16,0.31
GWETTOP,2019,0.15,0.14,0.12,0.13,0.12,0.41,0.58,0.84,0.92,0.87,0.77,0.66,0.48
GWETTOP,2020,0.59,0.31,0.2,0.15,0.12,0.59,0.77,0.91,0.92,0.81,0.67,0.59,0.55
T2M_MAX,2011,30.32,35.87,41.68,43.46,43.31,45.36,39.78,34.05,31.59,33.94,34.47,34.55,45.36
T2M_MAX,2012,30.76,35.75,42.28,42.45,43.6,42.23,37.94,38.07,35.2,36.23,35.27,34.95,43.6
T2M_MAX,2013,33.92,36.35,39.75,41.84,44.84,42.65,35.12,33.16,37.61,33.86,31.5,31.3,44.84
T2M_MAX,2014,31.59,34.4,40.42,44.43,45.28,45.75,41.26,34.11,34.48,37.78,35.94,33.91,45.75
T2M_MAX,2015,31.9,38.46,41.95,45.01,44.89,44.01,37.45,36.0,37.76,39.05,36.95,35.42,45.01
T2M_MAX,2016,34.75,38.61,41.42,43.88,46.58,45.09,37.93,34.53,35.97,35.37,35.47,34.27,46.58
T2M_MAX,2017,35.04,37.9,42.7,44.85,44.52,42.73,36.26,33.01,33.88,36.8,34.47,32.42,44.85
T2M_MAX,2018,34.56,37.87,42.27,45.33,45.58,44.5,37.62,35.92,37.94,39.13,37.53,32.07,45.58
T2M_MAX,2019,34.48,36.59,43.23,45.15,44.55,44.94,39.83,34.21,32.29,32.29,30.82,28.62,45.15
T2M_MAX,2020,30.11,36.8,39.89,43.98,44.39,40.61,36.84,34.4,33.26,33.46,32.04,32.35,44.39
T2M_MIN,2011,5.85,11.23,14.68,18.27,22.42,27.16,24.62,23.33,19.9,16.9,14.28,8.69,5.85
T2M_MIN,2012,7.15,4.95,10.73,21.5,22.01,26.33,25.64,24.58,20.9,16.03,13.88,10.78,4.95
T2M_MIN,2013,6.78,9.45,13.15,19.33,23.04,25.33,23.84,23.13,22.1,15.88,11.11,5.18,5.18
T2M_MIN,2014,5.95,9.19,12.4,18.57,23.58,25.82,24.58,23.51,21.08,18.69,16.61,8.12,5.95
T2M_MIN,2015,7.95,10.69,12.73,19.84,22.92,24.96,24.24,23.05,19.73,16.19,12.98,8.4,7.95
T2M_MIN,2016,8.62,11.05,17.54,19.22,23.75,25.75,24.54,23.19,20.92,16.48,12.24,10.44,8.62
T2M_MIN,2017,6.95,9.26,12.62,16.72,23.17,25.39,23.98,22.9,20.9,18.15,13.34,9.79,6.95
T2M_MIN,2018,9.05,11.89,17.12,19.76,23.58,25.69,24.49,22.46,20.08,18.33,15.09,7.23,7.23
T2M_MIN,2019,6.79,7.76,13.68,20.0,22.57,24.8,24.86,22.65,23.55,17.18,12.83,5.92,5.92
T2M_MIN,2020,5.77,7.73,13.19,19.76,24.49,24.31,24.98,23.02,21.74,17.53,9.35,5.18,5.18
GWETPROF,2011,0.62,0.6,0.59,0.59,0.59,0.6,0.74,0.85,0.91,0.77,0.66,0.61,0.68
GWETPROF,2012,0.6,0.59,0.59,0.59,0.59,0.6,0.62,0.62,0.75,0.66,0.61,0.59,0.62
GWETPROF,2013,0.59,0.59,0.59,0.6,0.59,0.66,0.77,0.84,0.77,0.8,0.69,0.62,0.68
GWETPROF,2014,0.6,0.6,0.59,0.59,0.6,0.6,0.66,0.77,0.77,0.66,0.61,0.59,0.64
GWETPROF,2015,0.59,0.59,0.6,0.59,0.59,0.66,0.71,0.73,0.66,0.63,0.6,0.59,0.63
GWETPROF,2016,0.59,0.59,0.59,0.59,0.59,0.6,0.63,0.71,0.7,0.67,0.61,0.6,0.62
GWETPROF,2017,0.59,0.59,0.59,0.59,0.59,0.63,0.8,0.88,0.83,0.69,0.62,0.6,0.67
GWETPROF,2018,0.59,0.59,0.59,0.59,0.59,0.59,0.67,0.7,0.69,0.61,0.59,0.59,0.62
GWETPROF,2019,0.59,0.59,0.59,0.59,0.59,0.62,0.63,0.81,0.9,0.87,0.77,0.69,0.69
GWETPROF,2020,0.63,0.6,0.59,0.59,0.59,0.64,0.73,0.88,0.93,0.81,0.7,0.63,0.7
GWETROOT,2011,0.62,0.59,0.59,0.59,0.59,0.59,0.76,0.86,0.93,0.77,0.64,0.6,0.68
GWETROOT,2012,0.59,0.59,0.59,0.59,0.59,0.59,0.62,0.62,0.76,0.66,0.59,0.59,0.62
GWETROOT,2013,0.59,0.59,0.59,0.59,0.59,0.67,0.78,0.84,0.77,0.8,0.68,0.62,0.67
GWETROOT,2014,0.59,0.59,0.59,0.59,0.59,0.59,0.66,0.77,0.77,0.65,0.6,0.59,0.63
GWETROOT,2015,0.59,0.59,0.59,0.59,0.59,0.66,0.71,0.73,0.66,0.62,0.59,0.59,0.62
GWETROOT,2016,0.59,0.59,0.59,0.59,0.59,0.59,0.64,0.72,0.7,0.67,0.6,0.59,0.62
GWETROOT,2017,0.59,0.59,0.59,0.59,0.59,0.63,0.82,0.88,0.84,0.68,0.61,0.59,0.66
GWETROOT,2018,0.59,0.59,0.59,0.59,0.59,0.59,0.68,0.7,0.68,0.6,0.59,0.59,0.62
GWETROOT,2019,0.59,0.59,0.59,0.59,0.59,0.61,0.63,0.82,0.91,0.88,0.77,0.69,0.69
GWETROOT,2020,0.62,0.59,0.59,0.59,0.59,0.65,0.74,0.89,0.94,0.81,0.7,0.63,0.7
WS2M_MAX,2011,5.14,5.79,6.89,6.33,9.73,8.88,8.41,8.09,8.41,3.84,4.29,5.02,9.73
WS2M_MAX,2012,5.97,5.76,6.0,6.87,8.34,8.89,7.49,8.36,6.09,3.85,5.07,4.23,8.89
WS2M_MAX,2013,5.31,5.8,5.8,6.24,7.99,9.16,7.39,5.96,5.96,4.16,4.8,5.19,9.16
WS2M_MAX,2014,5.31,6.2,5.43,5.74,7.16,9.77,8.62,8.01,6.84,3.73,4.55,5.3,9.77
WS2M_MAX,2015,4.74,6.08,5.83,8.32,8.35,9.58,10.86,7.59,6.42,5.12,4.34,4.82,10.86
WS2M_MAX,2016,4.73,5.42,6.46,6.85,8.93,9.05,7.28,7.82,4.9,4.02,4.52,4.7,9.05
WS2M_MAX,2017,4.79,5.91,6.48,7.44,7.83,9.08,8.24,7.8,5.7,4.45,4.26,6.52,9.08
WS2M_MAX,2018,4.4,5.0,5.5,8.04,7.07,8.88,7.68,7.23,5.43,4.54,4.27,5.29,8.88
WS2M_MAX,2019,5.85,6.8,5.65,7.88,7.88,9.61,9.7,7.79,5.41,5.7,4.45,5.66,9.7
WS2M_MAX,2020,5.47,5.65,6.77,6.59,9.3,6.3,7.89,7.74,4.6,4.51,5.33,4.66,9.3
WS2M_MIN,2011,1.01,0.09,0.61,0.42,0.95,0.17,0.23,0.87,0.03,0.12,0.14,0.15,0.03
WS2M_MIN,2012,0.44,0.11,0.4,0.59,1.97,0.06,1.44,0.2,0.05,0.34,0.53,0.39,0.05
WS2M_MIN,2013,0.14,0.08,0.15,0.84,1.75,0.68,1.59,1.62,0.04,0.05,0.03,0.06,0.03
WS2M_MIN,2014,0.13,0.31,0.19,0.08,0.19,1.09,0.2,0.06,0.18,0.16,0.12,0.54,0.06
WS2M_MIN,2015,0.33,0.07,0.12,0.52,0.46,0.68,1.04,0.72,0.09,0.09,0.1,0.2,0.07
WS2M_MIN,2016,0.51,0.03,0.23,0.24,1.6,1.16,0.7,0.55,0.2,0.1,0.09,0.06,0.03
WS2M_MIN,2017,0.36,0.73,0.1,1.3,1.37,0.04,0.2,0.63,0.07,0.12,0.02,0.64,0.02
WS2M_MIN,2018,0.27,0.17,0.2,0.44,1.28,1.6,1.48,1.09,0.1,0.08,0.06,0.3,0.06
WS2M_MIN,2019,0.34,0.42,0.45,0.18,1.45,0.66,0.19,1.05,0.04,0.11,0.09,0.33,0.04
WS2M_MIN,2020,0.21,0.2,0.12,0.26,0.96,0.41,0.2,0.4,0.18,0.05,0.12,0.04,0.04
CLOUD_AMT,2011,10.62,12.8,9.2,14.73,14.14,64.27,85.25,88.24,54.79,19.87,18.97,12.85,33.94
CLOUD_AMT,2012,22.88,19.95,21.67,19.12,10.83,51.05,81.3,86.86,60.37,13.25,5.29,17.27,34.23
CLOUD_AMT,2013,27.7,22.98,23.92,16.27,12.94,70.41,93.1,74.28,54.83,20.59,4.38,12.46,36.26
CLOUD_AMT,2014,26.45,26.39,21.09,13.23,14.52,34.11,69.0,73.39,49.7,20.97,14.59,23.02,32.3
CLOUD_AMT,2015,28.59,15.13,28.1,16.07,12.0,60.33,74.72,67.1,41.62,12.31,18.77,17.88,32.84
CLOUD_AMT,2016,21.48,33.98,20.46,26.54,17.41,47.35,85.62,81.5,40.16,25.3,5.25,14.18,35.0
CLOUD_AMT,2017,24.06,13.22,10.88,10.72,17.7,71.91,92.39,85.75,50.01,20.01,5.29,37.43,36.83
CLOUD_AMT,2018,13.27,27.04,11.01,15.38,21.32,69.34,94.86,94.3,38.55,9.77,12.78,19.59,35.69
CLOUD_AMT,2019,13.25,14.7,13.14,16.61,15.39,65.82,89.05,86.51,84.86,40.0,25.34,17.27,40.28
CLOUD_AMT,2020,17.89,16.78,24.3,17.55,14.16,71.15,79.34,90.46,59.19,22.08,8.18,12.53,36.21
PRECTOTCORR,2011,0.0,0.0,0.0,0.0,0.0,0.36,10.66,8.18,6.4,0.0,0.0,0.0,2.16
PRECTOTCORR,2012,0.0,0.0,0.0,0.03,0.0,1.1,2.26,2.69,7.46,0.01,0.0,0.0,1.13
PRECTOTCORR,2013,0.03,0.01,0.0,0.66,0.0,5.81,7.9,4.58,14.86,1.42,0.0,0.0,2.94
PRECTOTCORR,2014,0.09,0.01,0.0,0.23,0.43,0.28,8.9,3.8,3.54,0.02,0.25,0.0,1.48
PRECTOTCORR,2015,0.16,0.15,0.35,0.2,0.17,9.2,7.36,0.43,3.64,0.0,0.0,0.0,1.8
PRECTOTCORR,2016,0.0,0.0,0.02,0.0,0.01,1.17,4.17,5.61,2.2,1.94,0.0,0.0,1.27
PRECTOTCORR,2017,0.0,0.0,0.0,0.0,0.12,4.85,17.79,5.51,1.44,0.11,0.0,0.18,2.53
PRECTOTCORR,2018,0.0,0.0,0.0,0.0,0.0,1.08,5.97,4.37,0.72,0.03,0.0,0.0,1.03
PRECTOTCORR,2019,0.02,0.0,0.0,0.05,0.01,2.86,5.29,12.3,11.3,1.62,0.5,0.0,2.84
PRECTOTCORR,2020,0.01,0.0,0.05,0.01,0.01,4.51,7.08,18.96,3.24,1.41,0.0,0.13,2.98
ALLSKY_SFC_PAR_TOT,2011,89.12,100.98,122.01,131.09,141.02,103.85,83.27,78.2,92.78,102.5,86.33,78.33,100.76
ALLSKY_SFC_PAR_TOT,2012,83.39,100.16,117.37,131.55,141.22,119.41,82.31,76.76,91.24,101.0,85.3,78.83,100.65
ALLSKY_SFC_PAR_TOT,2013,82.04,98.05,117.95,130.54,140.39,104.67,74.3,88.55,94.02,96.58,83.86,77.17,98.98
ALLSKY_SFC_PAR_TOT,2014,77.12,95.54,117.38,133.8,137.85,126.98,94.07,94.82,91.12,98.66,83.3,76.91,102.28
ALLSKY_SFC_PAR_TOT,2015,79.59,99.23,111.73,126.72,141.41,110.72,86.87,95.71,103.23,99.22,81.69,78.9,101.22
ALLSKY_SFC_PAR_TOT,2016,80.87,94.35,116.39,132.27,138.02,120.63,84.08,78.34,103.78,93.56,87.38,81.16,100.83
ALLSKY_SFC_PAR_TOT,2017,80.01,100.79,120.32,135.98,140.01,116.88,72.45,89.56,98.7,100.84,81.61,65.48,100.12
ALLSKY_SFC_PAR_TOT,2018,79.88,93.03,118.77,133.41,138.07,114.5,73.95,77.05,102.99,100.51,84.82,75.12,99.29
ALLSKY_SFC_PAR_TOT,2019,83.86,98.5,119.5,133.41,141.51,114.66,93.32,81.66,78.21,96.77,77.98,70.84,99.17
ALLSKY_SFC_PAR_TOT,2020,80.59,97.04,115.39,135.7,145.02,114.59,100.99,77.91,99.08,101.41,83.12,75.68,102.18
