-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2011 through 12/31/2020 
Location: Latitude  29.05   Longitude 76.08 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 220.73 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2MDEW,2012,-1.52,-4.77,-3.73,8.01,6.83,12.92,20.7,22.99,21.06,10.33,2.23,-1.6,7.82
T2MDEW,2013,-2.45,5.77,6.75,6.26,4.05,18.33,23.87,24.43,20.69,15.93,5.24,0.29,10.78
T2MDEW,2014,0.96,2.19,5.52,5.93,10.73,14.23,19.62,19.77,19.27,9.66,-0.39,-2.14,8.82
T2MDEW,2015,1.35,2.01,9.26,12.2,6.39,16.39,23.2,22.91,16.17,9.03,4.48,-4.44,9.95
T2MDEW,2016,-3.24,-4.24,4.87,3.79,10.83,17.67,23.97,24.17,19.06,8.34,-1.63,-3.06,8.43
T2MDEW,2017,1.26,2.33,2.38,3.24,9.59,18.82,23.4,22.58,17.44,6.41,1.3,-1.06,9.01
T2MDEW,2018,-3.39,-0.75,0.88,5.83,8.07,18.76,23.97,23.48,20.85,12.77,6.04,-0.85,9.69
T2MDEW,2019,-0.12,3.65,4.4,7.87,10.12,13.6,22.83,24.24,22.48,13.93,9.48,2.67,11.3
T2MDEW,2020,4.2,4.06,10.76,12.09,12.27,18.79,23.7,25.4,21.36,7.68,2.47,1.03,12.01
GWETTOP,2011,0.43,0.41,0.32,0.25,0.26,0.33,0.41,0.49,0.7,0.52,0.41,0.28,0.4
GWETTOP,2012,0.3,0.2,0.15,0.24,0.18,0.2,0.34,0.54,0.61,0.43,0.28,0.26,0.31
GWETTOP,2013,0.31,0.45,0.4,0.2,0.11,0.34,0.52,0.7,0.56,0.51,0.42,0.3,0.4
GWETTOP,2014,0.34,0.38,0.37,0.24,0.27,0.23,0.32,0.38,0.45,0.26,0.16,0.28,0.3
GWETTOP,2015,0.38,0.3,0.46,0.42,0.19,0.31,0.54,0.55,0.43,0.26,0.24,0.16,0.35
GWETTOP,2016,0.14,0.14,0.27,0.12,0.2,0.31,0.56,0.59,0.48,0.3,0.16,0.12,0.29
GWETTOP,2017,0.3,0.4,0.27,0.19,0.2,0.38,0.49,0.47,0.46,0.29,0.19,0.28,0.33
GWETTOP,2018,0.26,0.24,0.15,0.2,0.22,0.34,0.54,0.55,0.57,0.49,0.39,0.3,0.35
GWETTOP,2019,0.34,0.4,0.3,0.2,0.27,0.24,0.48,0.53,0.46,0.41,0.32,0.43,0.37
GWETTOP,2020,0.44,0.39,0.46,0.35,0.3,0.34,0.48,0.66,0.59,0.38,0.28,0.23,0.41
T2M_MAX,2011,25.05,29.88,38.82,43.26,46.83,45.83,41.68,41.64,35.23,34.74,31.65,29.05,46.83
T2M_MAX,2012,25.37,30.18,39.15,40.83,47.02,46.95,46.95,42.26,35.55,36.23,31.41,28.61,47.02
T2M_MAX,2013,25.9,27.46,35.17,41.18,47.37,47.23,42.17,35.76,37.51,34.36,30.23,28.15,47.37
T2M_MAX,2014,25.14,27.08,34.62,44.2,46.15,47.56,44.77,41.8,38.65,38.52,32.9,28.95,47.56
T2M_MAX,2015,25.15,31.73,36.73,40.96,45.86,45.54,41.18,37.77,39.54,39.21,31.49,28.69,45.86
T2M_MAX,2016,27.39,33.0,39.0,42.83,47.32,45.57,41.05,36.84,38.24,37.57,32.3,29.3,47.32
T2M_MAX,2017,25.53,30.77,41.03,45.22,46.3,47.18,40.09,39.79,38.94,39.07,33.28,26.72,47.18
T2M_MAX,2018,27.47,32.33,39.52,43.8,46.9,45.94,41.8,38.42,37.01,35.42,32.44,27.07,46.9
T2M_MAX,2019,25.82,27.66,39.44,43.67,46.82,47.64,44.7,38.62,40.09,35.28,33.61,24.82,47.64
T2M_MAX,2020,23.75,30.04,32.76,40.59,46.98,45.4,44.15,39.48,37.42,37.34,31.52,29.24,46.98
T2M_MIN,2011,-0.59,5.47,10.14,14.48,23.51,25.01,25.89,24.44,19.32,14.86,10.17,3.98,-0.59
T2M_MIN,2012,2.2,1.98,6.98,18.14,20.64,27.71,27.6,24.47,18.86,13.13,7.74,3.8,1.98
T2M_MIN,2013,0.36,4.3,7.48,15.83,21.08,24.77,25.98,23.93,21.29,14.26,9.18,3.58,0.36
T2M_MIN,2014,1.9,3.83,9.51,15.83,22.05,27.11,27.32,25.58,20.65,16.52,9.43,3.16,1.9
T2M_MIN,2015,2.95,4.92,6.39,14.81,21.23,25.38,23.88,23.8,19.05,14.27,11.08,2.83,2.83
T2M_MIN,2016,4.29,5.29,11.74,19.84,24.97,28.23,24.83,24.64,22.01,14.69,10.56,6.33,4.29
T2M_MIN,2017,1.25,4.65,9.01,14.99,23.2,26.28,26.08,24.95,18.94,16.07,8.31,3.44,1.25
T2M_MIN,2018,3.9,4.82,11.94,16.9,23.52,26.56,25.0,24.55,19.47,14.88,8.89,2.02,2.02
T2M_MIN,2019,1.29,3.48,8.4,16.03,22.14,25.65,25.62,24.44,22.61,16.4,9.15,-0.01,-0.01
T2M_MIN,2020,1.09,3.51,9.23,13.64,22.03,24.26,25.4,24.49,20.48,13.8,7.64,2.54,1.09
GWETPROF,2011,0.45,0.44,0.42,0.41,0.41,0.42,0.44,0.5,0.64,0.53,0.45,0.42,0.46
GWETPROF,2012,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.52,0.59,0.46,0.42,0.41,0.44
GWETPROF,2013,0.42,0.46,0.44,0.41,0.41,0.45,0.51,0.65,0.56,0.52,0.46,0.42,0.48
GWETPROF,2014,0.42,0.43,0.42,0.41,0.41,0.41,0.41,0.44,0.46,0.41,0.41,0.41,0.42
GWETPROF,2015,0.41,0.41,0.47,0.46,0.41,0.42,0.53,0.55,0.46,0.41,0.41,0.41,0.45
GWETPROF,2016,0.41,0.41,0.41,0.41,0.41,0.41,0.53,0.58,0.5,0.43,0.41,0.41,0.45
GWETPROF,2017,0.42,0.44,0.41,0.41,0.41,0.44,0.51,0.48,0.48,0.43,0.41,0.41,0.44
GWETPROF,2018,0.41,0.41,0.41,0.41,0.41,0.42,0.52,0.55,0.55,0.52,0.45,0.42,0.45
GWETPROF,2019,0.43,0.44,0.42,0.41,0.41,0.41,0.48,0.53,0.48,0.45,0.42,0.45,0.45
GWETPROF,2020,0.45,0.44,0.48,0.44,0.42,0.42,0.48,0.62,0.59,0.45,0.42,0.41,0.47
GWETROOT,2011,0.45,0.44,0.42,0.41,0.41,0.41,0.44,0.5,0.66,0.54,0.45,0.42,0.46
GWETROOT,2012,0.41,0.41,0.4,0.41,0.41,0.4,0.41,0.54,0.6,0.47,0.42,0.41,0.44
GWETROOT,2013,0.42,0.47,0.44,0.41,0.4,0.45,0.52,0.67,0.57,0.52,0.46,0.42,0.48
GWETROOT,2014,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.44,0.47,0.41,0.41,0.41,0.42
GWETROOT,2015,0.41,0.41,0.48,0.46,0.41,0.42,0.54,0.55,0.46,0.41,0.41,0.41,0.45
GWETROOT,2016,0.4,0.4,0.41,0.4,0.41,0.41,0.55,0.59,0.51,0.42,0.41,0.4,0.45
GWETROOT,2017,0.42,0.44,0.41,0.41,0.41,0.44,0.52,0.49,0.49,0.43,0.41,0.41,0.44
GWETROOT,2018,0.41,0.41,0.4,0.41,0.41,0.42,0.52,0.55,0.56,0.52,0.45,0.42,0.46
GWETROOT,2019,0.43,0.44,0.41,0.41,0.41,0.41,0.49,0.54,0.49,0.45,0.42,0.45,0.45
GWETROOT,2020,0.45,0.44,0.48,0.44,0.42,0.42,0.49,0.64,0.6,0.45,0.41,0.41,0.47
WS2M_MAX,2011,4.89,3.34,4.78,5.48,6.74,6.84,6.91,6.2,5.37,4.8,4.34,4.73,6.91
WS2M_MAX,2012,4.55,4.77,6.22,6.91,7.66,7.88,7.13,5.6,4.88,4.05,4.36,6.31,7.88
WS2M_MAX,2013,5.24,6.02,5.41,6.58,7.83,6.85,4.84,4.92,4.73,3.67,5.01,5.25,7.83
WS2M_MAX,2014,4.1,4.39,6.41,5.14,5.84,8.91,6.55,6.03,5.74,3.3,4.09,4.96,8.91
WS2M_MAX,2015,4.52,5.06,6.6,5.37,8.36,7.25,6.49,5.09,4.95,4.29,3.95,4.3,8.36
WS2M_MAX,2016,4.25,4.9,6.12,6.18,5.77,6.5,4.59,5.1,4.58,4.57,5.8,5.23,6.5
WS2M_MAX,2017,3.95,5.21,5.18,6.18,5.59,8.18,6.39,6.07,6.8,3.72,4.99,5.02,8.18
WS2M_MAX,2018,5.2,5.27,5.41,8.44,5.94,7.47,6.18,4.69,6.16,3.53,5.7,4.29,8.44
WS2M_MAX,2019,5.3,5.23,5.86,6.98,7.68,6.25,7.34,6.55,4.04,4.06,5.97,4.66,7.68
WS2M_MAX,2020,5.29,5.96,5.76,6.16,6.65,7.16,6.4,6.63,4.09,4.62,5.12,4.84,7.16
WS2M_MIN,2011,0.16,0.09,0.19,0.21,0.02,0.27,0.06,0.27,0.09,0.09,0.05,0.16,0.02
WS2M_MIN,2012,0.07,0.07,0.2,0.17,0.31,0.45,0.12,0.03,0.14,0.19,0.47,0.14,0.03
WS2M_MIN,2013,0.07,0.16,0.17,0.1,0.66,0.04,0.24,0.04,0.16,0.08,0.11,0.06,0.04
WS2M_MIN,2014,0.05,0.13,0.05,0.05,0.23,0.08,0.21,0.01,0.12,0.05,0.15,0.1,0.01
WS2M_MIN,2015,0.05,0.1,0.08,0.04,0.16,0.07,0.01,0.05,0.03,0.2,0.05,0.24,0.01
WS2M_MIN,2016,0.07,0.09,0.03,0.22,0.12,0.08,0.05,0.09,0.04,0.01,0.08,0.08,0.01
WS2M_MIN,2017,0.17,0.08,0.05,0.34,0.05,0.14,0.2,0.05,0.09,0.09,0.05,0.08,0.05
WS2M_MIN,2018,0.07,0.11,0.07,0.11,0.06,0.19,0.05,0.13,0.13,0.08,0.24,0.03,0.03
WS2M_MIN,2019,0.06,0.0,0.23,0.22,0.28,0.04,0.09,0.16,0.11,0.05,0.03,0.09,0.0
WS2M_MIN,2020,0.04,0.17,0.13,0.11,0.12,0.1,0.09,0.11,0.1,0.07,0.09,0.24,0.04
CLOUD_AMT,2011,37.89,44.39,33.38,61.14,50.1,52.62,69.6,61.05,42.4,9.36,17.49,16.98,41.32
CLOUD_AMT,2012,34.42,36.59,37.4,71.84,50.57,52.98,69.7,77.47,38.2,14.59,12.66,36.66,44.47
CLOUD_AMT,2013,34.58,48.75,37.98,67.23,46.77,53.66,71.02,68.7,35.49,27.07,19.29,24.23,44.54
CLOUD_AMT,2014,46.03,46.12,46.23,58.27,55.16,54.26,67.52,48.1,34.33,21.56,15.48,37.02,44.2
CLOUD_AMT,2015,49.13,43.81,44.62,58.38,48.12,48.04,70.72,59.54,29.38,20.98,25.88,23.99,43.58
CLOUD_AMT,2016,45.72,30.66,47.04,70.95,56.5,63.62,70.66,69.39,19.24,21.03,16.12,26.23,44.87
CLOUD_AMT,2017,43.91,42.75,40.41,43.53,50.45,64.83,76.75,70.38,31.98,23.09,42.19,46.55,48.14
CLOUD_AMT,2018,45.34,48.15,34.87,45.44,55.09,66.82,80.12,82.63,43.22,9.79,30.09,21.19,46.89
CLOUD_AMT,2019,54.8,61.6,43.97,41.06,47.06,51.47,79.73,68.71,39.62,18.81,49.52,65.22,51.79
CLOUD_AMT,2020,59.27,30.48,44.71,46.0,51.59,58.12,69.42,66.55,37.83,19.23,40.26,42.89,47.3
PRECTOTCORR,2011,0.02,1.16,0.28,0.62,1.44,2.0,2.53,4.49,7.3,0.01,0.0,0.04,1.65
PRECTOTCORR,2012,0.23,0.01,0.06,0.83,0.38,0.66,1.92,8.45,2.28,0.26,0.04,0.17,1.29
PRECTOTCORR,2013,0.9,1.89,0.76,0.15,0.02,3.5,6.55,7.4,2.92,0.73,0.12,0.07,2.09
PRECTOTCORR,2014,0.55,0.86,0.83,0.45,1.37,0.79,2.28,2.36,2.33,0.18,0.01,0.38,1.04
PRECTOTCORR,2015,0.62,0.3,2.76,1.81,0.17,3.04,5.83,4.98,0.77,0.22,0.14,0.0,1.73
PRECTOTCORR,2016,0.0,0.07,0.69,0.0,1.26,1.88,8.91,4.3,0.42,0.25,0.0,0.0,1.5
PRECTOTCORR,2017,1.51,0.01,0.38,0.49,0.71,5.43,2.79,3.43,2.06,0.0,0.03,0.45,1.45
PRECTOTCORR,2018,0.19,0.17,0.02,0.49,0.8,3.11,7.43,2.59,5.43,0.04,0.11,0.13,1.72
PRECTOTCORR,2019,0.86,0.54,0.3,0.41,1.44,1.17,6.32,3.7,1.23,0.97,0.82,0.54,1.54
PRECTOTCORR,2020,0.87,0.5,2.66,0.41,1.98,1.49,6.79,8.38,1.02,0.0,0.22,0.03,2.05
ALLSKY_SFC_PAR_TOT,2011,55.32,74.19,102.63,116.07,129.03,114.08,100.8,101.04,96.02,88.38,64.62,54.72,91.48
ALLSKY_SFC_PAR_TOT,2012,52.26,77.34,102.7,112.48,127.61,124.68,105.09,92.7,98.56,86.3,61.06,50.56,90.93
ALLSKY_SFC_PAR_TOT,2013,52.01,68.59,103.39,116.35,132.59,111.35,105.05,98.61,101.64,75.23,67.27,51.2,90.35
ALLSKY_SFC_PAR_TOT,2014,45.65,65.27,95.35,122.32,126.45,123.56,105.77,112.71,100.65,79.02,68.98,48.05,91.23
ALLSKY_SFC_PAR_TOT,2015,44.19,72.62,94.84,113.97,127.24,117.32,104.11,97.66,103.41,85.42,59.7,53.82,89.56
ALLSKY_SFC_PAR_TOT,2016,47.57,76.33,98.01,116.21,122.59,117.8,94.55,102.85,101.88,80.67,66.14,52.78,89.74
ALLSKY_SFC_PAR_TOT,2017,53.77,81.39,105.2,121.14,121.97,113.64,110.28,98.02,97.84,85.62,53.13,51.87,91.18
ALLSKY_SFC_PAR_TOT,2018,55.47,80.63,104.95,116.02,122.3,110.82,95.23,92.95,93.2,88.59,62.29,56.56,89.93
ALLSKY_SFC_PAR_TOT,2019,56.12,66.36,97.58,121.57,129.59,126.42,95.32,102.36,95.2,81.63,55.91,42.83,89.31
ALLSKY_SFC_PAR_TOT,2020,47.16,75.73,93.97,117.38,124.64,117.41,102.69,100.41,105.22,90.23,62.34,54.34,90.94
