-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2011 through 12/31/2020 
Location: Latitude  33.77   Longitude 76.57 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 4452.1 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2MDEW,2017,-19.37,-17.39,-14.46,-9.38,-4.8,-3.35,2.39,-0.16,-5.69,-13.12,-17.9,-19.2,-10.16
T2MDEW,2018,-21.1,-18.34,-15.6,-10.71,-8.41,-4.13,0.9,0.34,-4.84,-11.88,-16.39,-21.38,-10.92
T2MDEW,2019,-20.88,-18.95,-15.76,-8.28,-6.8,-3.96,-0.08,0.15,-6.45,-11.06,-15.88,-23.37,-10.91
T2MDEW,2020,-22.4,-19.61,-14.84,-10.1,-5.83,-2.38,0.32,1.19,-5.17,-13.19,-16.52,-21.17,-10.78
GWETTOP,2011,0.37,0.38,0.41,0.46,0.41,0.38,0.34,0.35,0.37,0.34,0.37,0.36,0.38
GWETTOP,2012,0.36,0.36,0.38,0.42,0.41,0.37,0.29,0.3,0.39,0.37,0.35,0.35,0.36
GWETTOP,2013,0.36,0.37,0.41,0.45,0.42,0.4,0.38,0.4,0.38,0.36,0.35,0.3,0.38
GWETTOP,2014,0.33,0.37,0.4,0.45,0.45,0.4,0.37,0.34,0.5,0.45,0.44,0.42,0.41
GWETTOP,2015,0.41,0.41,0.47,0.6,0.56,0.52,0.53,0.48,0.42,0.43,0.45,0.44,0.48
GWETTOP,2016,0.44,0.45,0.52,0.62,0.59,0.5,0.43,0.43,0.39,0.31,0.26,0.26,0.43
GWETTOP,2017,0.26,0.28,0.38,0.66,0.64,0.56,0.48,0.43,0.4,0.33,0.3,0.34,0.42
GWETTOP,2018,0.37,0.38,0.41,0.46,0.46,0.41,0.43,0.41,0.43,0.44,0.44,0.44,0.42
GWETTOP,2019,0.44,0.44,0.45,0.71,0.68,0.61,0.51,0.46,0.41,0.42,0.41,0.41,0.49
GWETTOP,2020,0.41,0.41,0.42,0.64,0.79,0.71,0.59,0.54,0.51,0.44,0.42,0.42,0.52
T2M_MAX,2011,-8.49,-4.51,1.76,9.47,12.34,19.53,20.66,21.65,18.25,11.94,3.74,4.78,21.65
T2M_MAX,2012,-6.74,-5.31,4.51,5.18,12.64,15.69,22.48,22.85,18.58,8.79,3.18,-1.38,22.85
T2M_MAX,2013,-2.88,-5.71,0.47,5.18,13.13,19.67,22.3,21.05,15.74,15.95,2.08,0.94,22.3
T2M_MAX,2014,-4.51,-6.19,-0.79,7.99,10.83,17.05,23.57,20.58,15.85,12.62,1.9,0.37,23.57
T2M_MAX,2015,0.12,-1.63,1.8,6.58,11.19,15.1,20.94,20.42,14.56,10.26,3.75,1.94,20.94
T2M_MAX,2016,-5.35,-2.37,1.19,7.51,10.81,18.58,20.45,20.83,17.06,14.8,3.21,4.69,20.83
T2M_MAX,2017,-4.77,-1.1,0.4,6.64,12.02,17.33,19.69,20.79,16.33,11.08,6.15,2.32,20.79
T2M_MAX,2018,-3.16,-2.02,5.3,7.58,12.08,17.62,20.43,22.63,16.73,7.14,1.35,-4.88,22.63
T2M_MAX,2019,-6.84,-4.53,-0.45,7.09,9.85,12.35,20.44,19.54,17.41,7.76,3.5,-6.42,20.44
T2M_MAX,2020,-4.61,-3.47,-1.44,3.45,9.33,14.63,17.74,20.12,17.02,8.35,3.15,-4.37,20.12
T2M_MIN,2011,-34.9,-32.33,-28.93,-16.45,-5.95,-4.12,-0.7,-0.19,-5.37,-12.47,-16.7,-23.84,-34.9
T2M_MIN,2012,-36.92,-32.35,-33.09,-13.62,-7.95,-3.88,0.62,0.81,-4.94,-9.95,-16.7,-23.83,-36.92
T2M_MIN,2013,-32.38,-31.03,-26.16,-13.63,-6.27,-3.84,-1.39,0.89,-5.63,-12.81,-18.49,-20.93,-32.38
T2M_MIN,2014,-29.33,-30.67,-24.09,-18.24,-9.7,-4.55,0.15,-2.81,-5.04,-11.18,-17.95,-18.5,-30.67
T2M_MIN,2015,-22.67,-20.77,-30.15,-16.12,-7.38,-4.94,0.26,-1.4,-5.5,-14.78,-16.15,-31.84,-31.84
T2M_MIN,2016,-28.26,-30.3,-25.39,-13.09,-5.51,-1.38,1.42,0.4,-2.82,-9.18,-13.38,-17.49,-30.3
T2M_MIN,2017,-35.49,-31.33,-26.86,-16.92,-7.43,-3.57,0.35,-0.95,-4.91,-7.52,-17.82,-30.77,-35.49
T2M_MIN,2018,-30.13,-28.05,-23.88,-12.61,-8.77,-4.11,-3.71,-1.85,-6.92,-10.34,-27.48,-32.2,-32.2
T2M_MIN,2019,-36.75,-32.61,-29.38,-15.59,-8.33,-4.09,-0.75,-3.16,-4.14,-9.8,-32.63,-37.06,-37.06
T2M_MIN,2020,-35.35,-34.13,-27.13,-22.42,-7.67,-3.85,-2.36,-0.48,-5.97,-10.5,-31.76,-35.13,-35.35
GWETPROF,2011,0.38,0.38,0.41,0.45,0.43,0.4,0.38,0.38,0.38,0.38,0.38,0.38,0.39
GWETPROF,2012,0.37,0.37,0.38,0.41,0.41,0.39,0.36,0.36,0.39,0.38,0.37,0.37,0.38
GWETPROF,2013,0.37,0.37,0.4,0.44,0.43,0.41,0.4,0.41,0.4,0.38,0.38,0.37,0.39
GWETPROF,2014,0.37,0.38,0.39,0.44,0.45,0.41,0.38,0.38,0.47,0.45,0.44,0.42,0.41
GWETPROF,2015,0.41,0.41,0.45,0.54,0.53,0.49,0.5,0.47,0.43,0.43,0.45,0.44,0.46
GWETPROF,2016,0.44,0.44,0.48,0.55,0.55,0.48,0.43,0.42,0.41,0.38,0.37,0.36,0.45
GWETPROF,2017,0.36,0.36,0.38,0.59,0.59,0.52,0.48,0.43,0.41,0.38,0.37,0.37,0.44
GWETPROF,2018,0.38,0.38,0.41,0.45,0.45,0.42,0.43,0.42,0.42,0.44,0.43,0.44,0.42
GWETPROF,2019,0.44,0.44,0.44,0.64,0.63,0.56,0.49,0.45,0.42,0.41,0.41,0.41,0.48
GWETPROF,2020,0.41,0.41,0.41,0.58,0.77,0.67,0.56,0.51,0.49,0.44,0.41,0.41,0.51
GWETROOT,2011,0.38,0.38,0.41,0.45,0.43,0.4,0.38,0.38,0.38,0.38,0.38,0.38,0.39
GWETROOT,2012,0.37,0.37,0.38,0.41,0.41,0.39,0.36,0.36,0.39,0.38,0.37,0.37,0.38
GWETROOT,2013,0.37,0.37,0.4,0.44,0.43,0.41,0.4,0.41,0.4,0.38,0.38,0.37,0.4
GWETROOT,2014,0.37,0.38,0.4,0.44,0.45,0.41,0.39,0.38,0.48,0.45,0.44,0.42,0.41
GWETROOT,2015,0.41,0.41,0.45,0.55,0.54,0.5,0.5,0.47,0.43,0.43,0.45,0.44,0.46
GWETROOT,2016,0.44,0.45,0.48,0.56,0.55,0.49,0.43,0.43,0.41,0.38,0.37,0.36,0.45
GWETROOT,2017,0.36,0.36,0.38,0.59,0.59,0.53,0.48,0.44,0.41,0.38,0.37,0.37,0.44
GWETROOT,2018,0.38,0.38,0.41,0.45,0.45,0.42,0.44,0.42,0.42,0.44,0.44,0.44,0.42
GWETROOT,2019,0.44,0.44,0.45,0.65,0.64,0.57,0.49,0.46,0.42,0.42,0.41,0.41,0.48
GWETROOT,2020,0.41,0.41,0.41,0.59,0.78,0.68,0.56,0.51,0.49,0.44,0.42,0.42,0.52
WS2M_MAX,2011,5.15,8.13,9.18,7.67,6.47,5.7,5.92,5.59,6.08,5.38,7.04,8.17,9.18
WS2M_MAX,2012,7.06,9.05,12.38,5.48,6.24,5.34,5.66,5.64,7.02,5.38,6.12,8.48,12.38
WS2M_MAX,2013,10.2,7.38,5.05,6.94,7.94,6.43,6.06,4.87,5.24,5.45,6.15,9.2,10.2
WS2M_MAX,2014,6.49,8.99,7.56,6.51,8.37,6.12,6.05,6.16,5.5,5.26,6.72,6.99,8.99
WS2M_MAX,2015,7.78,7.16,6.36,8.74,7.95,5.69,5.36,5.39,5.77,5.1,7.68,7.66,8.74
WS2M_MAX,2016,6.13,7.23,7.55,7.05,6.48,5.66,5.67,5.11,4.96,6.72,7.86,7.59,7.86
WS2M_MAX,2017,8.07,8.25,5.58,9.36,5.34,5.23,5.31,5.72,5.73,5.91,5.68,7.38,9.36
WS2M_MAX,2018,8.48,6.77,7.35,10.55,8.38,6.11,6.52,5.66,5.91,7.27,7.42,5.63,10.55
WS2M_MAX,2019,5.17,10.73,6.05,6.27,6.06,8.62,4.63,5.15,5.56,4.92,6.51,5.45,10.73
WS2M_MAX,2020,8.49,6.77,6.17,4.84,7.37,6.23,6.6,6.2,5.26,5.91,7.12,5.42,8.49
WS2M_MIN,2011,0.07,0.09,0.09,0.05,0.04,0.09,0.09,0.09,0.1,0.17,0.08,0.24,0.04
WS2M_MIN,2012,0.09,0.12,0.11,0.06,0.02,0.06,0.09,0.3,0.08,0.27,0.02,0.02,0.02
WS2M_MIN,2013,0.14,0.12,0.13,0.06,0.02,0.43,0.03,0.05,0.04,0.1,0.07,0.32,0.02
WS2M_MIN,2014,0.09,0.15,0.28,0.15,0.24,0.2,0.29,0.11,0.06,0.3,0.23,0.05,0.05
WS2M_MIN,2015,0.15,0.08,0.15,0.24,0.05,0.19,0.08,0.03,0.07,0.04,0.03,0.06,0.03
WS2M_MIN,2016,0.05,0.06,0.06,0.05,0.07,0.06,0.12,0.08,0.05,0.03,0.13,0.12,0.03
WS2M_MIN,2017,0.05,0.06,0.06,0.05,0.12,0.17,0.11,0.07,0.23,0.15,0.16,0.12,0.05
WS2M_MIN,2018,0.17,0.45,0.11,0.07,0.05,0.04,0.04,0.12,0.03,0.13,0.1,0.05,0.03
WS2M_MIN,2019,0.02,0.08,0.04,0.2,0.05,0.08,0.1,0.05,0.11,0.05,0.05,0.06,0.02
WS2M_MIN,2020,0.01,0.04,0.16,0.05,0.06,0.38,0.14,0.08,0.22,0.24,0.05,0.09,0.01
CLOUD_AMT,2011,80.27,83.26,79.86,84.31,81.02,77.42,69.26,67.94,67.1,73.03,77.68,72.6,76.08
CLOUD_AMT,2012,72.83,82.76,85.41,87.84,83.16,78.58,70.41,66.92,74.97,75.13,75.63,79.45,77.71
CLOUD_AMT,2013,81.74,82.59,83.43,86.05,83.09,75.77,61.67,67.13,65.06,67.77,77.2,75.95,75.56
CLOUD_AMT,2014,79.62,82.0,83.37,85.69,83.75,78.27,67.48,66.19,70.93,72.64,77.2,79.41,77.16
CLOUD_AMT,2015,79.85,82.62,84.04,83.12,82.96,80.77,69.62,69.73,66.8,73.02,79.73,82.62,77.87
CLOUD_AMT,2016,81.27,83.53,84.97,87.86,80.7,74.51,69.46,73.66,64.81,65.31,70.8,68.79,75.44
CLOUD_AMT,2017,79.93,63.34,63.15,61.02,56.87,54.01,63.97,57.0,40.27,21.31,42.67,62.09,55.47
CLOUD_AMT,2018,48.97,62.91,52.85,51.03,53.12,54.15,64.8,61.7,55.58,37.9,57.23,50.25,54.13
CLOUD_AMT,2019,65.41,70.61,59.11,56.27,56.25,54.44,63.78,65.54,35.87,36.52,71.2,49.42,56.95
CLOUD_AMT,2020,65.34,50.01,59.38,61.88,56.73,45.84,54.73,53.79,30.33,23.19,50.84,56.65,50.77
PRECTOTCORR,2011,0.5,1.21,0.78,1.18,0.36,0.74,0.71,1.28,0.73,0.4,0.35,0.39,0.71
PRECTOTCORR,2012,1.01,0.86,0.43,1.2,0.54,0.31,0.41,0.58,1.68,0.13,0.16,0.57,0.65
PRECTOTCORR,2013,0.76,1.64,0.63,0.93,0.58,1.09,1.31,1.39,0.63,0.44,0.15,0.47,0.83
PRECTOTCORR,2014,0.76,0.49,1.63,1.21,0.85,0.3,0.85,1.13,2.97,0.56,0.23,0.0,0.92
PRECTOTCORR,2015,0.15,1.63,2.93,1.92,0.6,2.09,2.05,0.93,0.97,0.98,0.48,1.14,1.32
PRECTOTCORR,2016,0.5,0.67,2.97,1.33,1.49,0.5,1.47,1.46,0.34,0.02,0.0,0.04,0.91
PRECTOTCORR,2017,4.15,1.83,1.37,2.34,0.71,1.58,0.95,1.13,0.41,0.02,0.26,1.03,1.31
PRECTOTCORR,2018,0.11,1.23,0.82,1.47,1.01,1.57,1.53,1.3,2.04,0.24,1.98,0.53,1.14
PRECTOTCORR,2019,2.36,3.2,1.42,0.73,1.01,1.01,1.32,1.15,0.73,0.6,4.02,1.88,1.61
PRECTOTCORR,2020,2.85,0.3,3.64,1.16,0.85,0.92,1.06,2.68,0.37,0.03,2.01,1.0,1.42
ALLSKY_SFC_PAR_TOT,2011,45.97,37.4,76.25,101.25,133.94,115.06,115.95,107.12,99.36,80.33,66.69,52.02,86.23
ALLSKY_SFC_PAR_TOT,2012,33.04,38.39,72.05,93.19,111.08,111.91,114.42,107.09,87.48,78.18,57.75,39.73,78.82
ALLSKY_SFC_PAR_TOT,2013,47.05,44.75,83.63,101.16,112.1,117.41,118.01,102.16,97.74,80.12,62.14,44.88,84.48
ALLSKY_SFC_PAR_TOT,2014,46.66,43.7,66.55,99.22,118.89,118.52,114.45,111.38,90.53,78.16,61.35,48.14,83.35
ALLSKY_SFC_PAR_TOT,2015,43.09,44.25,70.85,98.66,124.4,109.16,118.06,112.47,97.36,79.99,51.15,41.82,82.85
ALLSKY_SFC_PAR_TOT,2016,50.88,58.65,72.3,96.82,115.89,120.27,107.2,97.89,101.97,89.95,57.63,51.8,85.15
ALLSKY_SFC_PAR_TOT,2017,31.48,58.93,84.82,103.39,133.16,108.6,115.45,109.02,99.77,92.81,62.92,44.63,87.24
ALLSKY_SFC_PAR_TOT,2018,55.44,58.95,83.45,110.28,111.25,117.19,107.02,110.58,92.53,76.6,57.51,48.02,85.86
ALLSKY_SFC_PAR_TOT,2019,42.66,47.8,76.73,120.22,108.84,112.1,110.48,105.98,107.3,79.22,47.23,49.3,84.15
ALLSKY_SFC_PAR_TOT,2020,40.3,71.89,86.93,112.66,111.98,124.12,121.21,111.56,111.82,95.46,60.28,42.33,90.86
