-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2011 through 12/31/2020 
Location: Latitude  15.6576   Longitude 79.7139 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 41.69 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2MDEW,2014,18.66,17.98,18.56,20.73,22.95,21.88,22.37,22.98,23.32,22.54,20.42,19.26,20.99
T2MDEW,2015,17.51,17.54,19.83,21.69,22.13,23.01,22.26,23.33,23.58,22.42,22.16,20.0,21.3
T2MDEW,2016,18.32,19.44,20.57,21.69,22.92,23.44,23.12,22.61,23.33,20.94,18.76,17.52,21.05
T2MDEW,2017,17.79,17.59,20.27,21.44,22.26,23.05,22.86,23.99,24.44,23.58,21.44,18.37,21.44
T2MDEW,2018,17.03,16.71,19.12,22.26,23.57,22.16,21.89,22.35,22.73,21.39,20.93,19.23,20.8
T2MDEW,2019,17.26,19.17,20.19,21.44,22.35,22.57,23.07,23.45,24.12,24.28,22.32,20.72,21.76
T2MDEW,2020,20.1,19.33,20.07,21.9,22.49,23.29,24.19,24.33,24.44,23.73,22.86,19.81,22.22
GWETTOP,2011,0.68,0.55,0.34,0.28,0.32,0.41,0.52,0.6,0.59,0.59,0.64,0.54,0.51
GWETTOP,2012,0.53,0.29,0.18,0.2,0.31,0.37,0.55,0.57,0.62,0.73,0.8,0.66,0.49
GWETTOP,2013,0.52,0.43,0.29,0.3,0.29,0.51,0.59,0.67,0.73,0.77,0.8,0.67,0.55
GWETTOP,2014,0.53,0.32,0.23,0.16,0.34,0.29,0.52,0.55,0.63,0.64,0.73,0.67,0.47
GWETTOP,2015,0.55,0.34,0.21,0.28,0.27,0.57,0.52,0.61,0.62,0.6,0.71,0.7,0.5
GWETTOP,2016,0.57,0.31,0.21,0.15,0.44,0.63,0.59,0.55,0.71,0.63,0.48,0.48,0.48
GWETTOP,2017,0.27,0.19,0.18,0.16,0.3,0.52,0.59,0.73,0.8,0.8,0.69,0.55,0.48
GWETTOP,2018,0.33,0.2,0.18,0.3,0.29,0.44,0.54,0.59,0.55,0.49,0.5,0.48,0.41
GWETTOP,2019,0.35,0.28,0.22,0.23,0.26,0.4,0.58,0.68,0.77,0.85,0.84,0.72,0.52
GWETTOP,2020,0.62,0.44,0.26,0.29,0.24,0.51,0.72,0.74,0.8,0.83,0.81,0.8,0.59
T2M_MAX,2011,29.9,31.81,37.87,38.8,42.73,38.39,36.83,35.54,36.23,35.65,31.62,31.23,42.73
T2M_MAX,2012,31.02,37.33,38.44,39.02,42.87,42.62,37.65,36.23,35.45,33.23,30.33,29.44,42.87
T2M_MAX,2013,30.75,33.16,37.76,41.05,43.95,37.08,35.61,35.4,33.06,32.85,29.73,29.38,43.95
T2M_MAX,2014,29.99,32.73,39.53,39.61,42.1,41.3,38.99,35.89,35.14,34.87,31.43,29.75,42.1
T2M_MAX,2015,30.13,32.93,36.67,40.62,44.12,36.8,38.13,36.91,34.49,35.05,32.87,29.99,44.12
T2M_MAX,2016,32.64,35.37,39.97,43.88,41.2,37.23,36.35,37.76,34.3,34.05,34.05,31.8,43.88
T2M_MAX,2017,32.51,35.8,38.23,42.52,44.2,39.73,36.51,34.58,32.98,32.72,31.77,31.5,44.2
T2M_MAX,2018,32.29,34.91,38.01,41.12,40.05,38.13,36.98,35.77,35.73,36.9,33.73,31.44,41.12
T2M_MAX,2019,30.78,35.59,39.34,39.69,43.05,40.65,37.35,35.58,34.8,32.51,31.17,28.69,43.05
T2M_MAX,2020,31.56,32.76,38.09,38.58,43.43,39.35,35.6,34.05,32.43,32.44,31.11,28.22,43.43
T2M_MIN,2011,14.91,18.9,21.02,24.57,27.11,25.19,24.94,24.7,24.57,22.87,21.11,18.29,14.91
T2M_MIN,2012,16.32,20.23,22.62,24.23,27.79,25.2,25.27,24.37,24.87,22.14,15.62,19.33,15.62
T2M_MIN,2013,17.69,20.11,21.82,24.61,26.62,25.87,24.69,24.51,23.3,22.87,19.76,15.94,15.94
T2M_MIN,2014,19.86,19.69,22.51,25.02,26.26,27.87,25.13,24.52,24.16,20.73,19.33,18.22,18.22
T2M_MIN,2015,15.83,19.29,22.01,23.43,26.39,24.05,25.84,25.01,24.87,23.89,21.17,19.91,15.83
T2M_MIN,2016,19.4,20.12,22.31,24.05,25.78,25.08,24.92,24.94,24.02,21.51,18.01,16.33,16.33
T2M_MIN,2017,19.87,19.53,20.73,24.76,26.13,25.52,25.19,24.14,24.0,21.75,20.9,18.33,18.33
T2M_MIN,2018,18.72,18.3,21.33,24.68,27.26,26.13,25.7,24.5,24.23,22.08,20.97,14.85,14.85
T2M_MIN,2019,14.39,20.12,22.82,25.12,28.23,26.1,25.35,24.79,24.45,24.42,21.08,20.87,14.39
T2M_MIN,2020,19.65,19.58,23.13,24.71,27.26,25.89,24.36,24.81,23.84,22.98,19.47,17.85,17.85
GWETPROF,2011,0.68,0.59,0.54,0.52,0.52,0.53,0.55,0.59,0.61,0.59,0.65,0.58,0.58
GWETPROF,2012,0.57,0.53,0.52,0.52,0.52,0.53,0.57,0.59,0.62,0.7,0.77,0.66,0.59
GWETPROF,2013,0.58,0.55,0.53,0.52,0.52,0.55,0.59,0.65,0.7,0.73,0.77,0.67,0.62
GWETPROF,2014,0.58,0.53,0.52,0.52,0.52,0.52,0.55,0.57,0.62,0.63,0.7,0.66,0.58
GWETPROF,2015,0.59,0.54,0.52,0.52,0.52,0.57,0.57,0.6,0.62,0.62,0.67,0.7,0.59
GWETPROF,2016,0.6,0.54,0.52,0.52,0.55,0.62,0.61,0.59,0.69,0.65,0.56,0.55,0.59
GWETPROF,2017,0.53,0.52,0.52,0.51,0.52,0.55,0.6,0.69,0.76,0.77,0.68,0.59,0.6
GWETPROF,2018,0.53,0.52,0.52,0.52,0.52,0.53,0.57,0.59,0.59,0.55,0.55,0.55,0.55
GWETPROF,2019,0.53,0.52,0.52,0.52,0.52,0.52,0.58,0.66,0.73,0.8,0.82,0.7,0.62
GWETPROF,2020,0.62,0.55,0.52,0.52,0.52,0.55,0.68,0.71,0.76,0.8,0.77,0.78,0.65
GWETROOT,2011,0.69,0.59,0.54,0.52,0.52,0.53,0.55,0.6,0.62,0.59,0.66,0.58,0.59
GWETROOT,2012,0.57,0.53,0.52,0.51,0.52,0.53,0.58,0.59,0.63,0.71,0.8,0.67,0.59
GWETROOT,2013,0.58,0.55,0.52,0.52,0.52,0.55,0.59,0.66,0.71,0.75,0.79,0.68,0.62
GWETROOT,2014,0.58,0.53,0.52,0.51,0.52,0.52,0.56,0.57,0.63,0.64,0.71,0.67,0.58
GWETROOT,2015,0.59,0.53,0.52,0.52,0.52,0.58,0.57,0.61,0.63,0.62,0.69,0.72,0.59
GWETROOT,2016,0.6,0.54,0.52,0.51,0.55,0.63,0.61,0.59,0.7,0.66,0.56,0.55,0.59
GWETROOT,2017,0.52,0.52,0.51,0.51,0.51,0.56,0.61,0.7,0.77,0.79,0.69,0.59,0.61
GWETROOT,2018,0.53,0.52,0.51,0.52,0.52,0.53,0.58,0.6,0.59,0.55,0.55,0.55,0.55
GWETROOT,2019,0.53,0.52,0.52,0.51,0.51,0.52,0.59,0.67,0.74,0.83,0.84,0.72,0.62
GWETROOT,2020,0.63,0.55,0.52,0.52,0.52,0.55,0.7,0.73,0.78,0.81,0.8,0.8,0.66
WS2M_MAX,2011,5.29,5.54,5.71,7.19,7.99,8.87,8.59,7.92,7.04,6.38,7.16,6.57,8.87
WS2M_MAX,2012,5.23,5.18,5.98,6.16,7.78,9.8,8.2,8.1,7.7,9.12,6.6,5.4,9.8
WS2M_MAX,2013,4.31,5.51,5.79,7.16,7.8,8.98,9.79,8.43,7.44,8.77,5.52,6.87,9.79
WS2M_MAX,2014,5.25,5.61,5.63,6.58,8.12,9.26,9.78,8.25,7.49,6.95,5.98,5.51,9.78
WS2M_MAX,2015,5.91,5.57,5.41,6.76,9.05,9.24,8.18,7.69,7.3,5.99,8.97,4.69,9.24
WS2M_MAX,2016,4.67,5.8,6.75,7.41,9.73,8.75,9.23,8.62,8.84,6.66,6.2,9.05,9.73
WS2M_MAX,2017,5.98,5.21,6.73,6.48,8.77,7.88,9.6,7.17,6.55,5.74,5.65,5.82,9.6
WS2M_MAX,2018,5.13,5.59,6.54,6.84,6.73,8.41,8.91,8.97,7.33,6.51,6.45,8.16,8.97
WS2M_MAX,2019,5.17,6.34,6.39,6.52,7.47,8.32,8.59,10.88,7.78,5.79,5.27,5.66,10.88
WS2M_MAX,2020,6.36,5.52,6.7,6.52,7.12,8.31,7.49,8.67,9.05,6.35,9.77,6.25,9.77
WS2M_MIN,2011,0.2,0.33,0.3,0.4,0.19,0.2,0.15,0.2,0.06,0.09,0.16,0.2,0.06
WS2M_MIN,2012,0.2,0.34,0.24,0.82,0.04,0.23,0.2,0.27,0.16,0.13,0.19,0.38,0.04
WS2M_MIN,2013,0.19,0.52,0.48,0.33,0.22,0.23,0.82,0.14,0.09,0.1,0.25,0.84,0.09
WS2M_MIN,2014,1.06,0.32,0.66,0.23,0.24,0.35,0.37,0.17,0.36,0.09,0.06,0.21,0.06
WS2M_MIN,2015,0.22,0.42,0.55,0.07,0.27,0.16,0.18,0.03,0.13,0.12,0.69,0.16,0.03
WS2M_MIN,2016,0.11,0.29,0.16,0.38,0.18,0.62,0.66,0.25,0.29,0.12,0.08,0.11,0.08
WS2M_MIN,2017,0.12,0.07,0.75,0.31,0.26,0.15,0.16,0.11,0.2,0.17,0.11,0.23,0.07
WS2M_MIN,2018,0.13,0.05,0.05,1.06,0.27,0.16,0.8,0.23,0.09,0.18,0.19,0.32,0.05
WS2M_MIN,2019,0.14,0.13,0.66,0.66,0.42,0.24,0.34,0.35,0.3,0.18,0.16,0.92,0.13
WS2M_MIN,2020,0.13,0.61,0.2,0.77,0.22,0.12,0.2,0.34,0.19,0.16,0.27,0.29,0.12
CLOUD_AMT,2011,29.55,36.66,23.9,37.52,49.23,83.91,85.12,89.55,74.22,58.2,39.62,49.7,54.87
CLOUD_AMT,2012,36.6,43.5,38.16,47.8,64.63,76.95,88.12,85.73,80.89,55.62,44.46,46.09,59.09
CLOUD_AMT,2013,32.7,41.9,41.08,42.52,65.42,82.58,98.07,83.54,74.62,70.06,55.81,42.75,61.04
CLOUD_AMT,2014,41.08,38.09,44.94,44.07,53.77,69.55,93.7,79.93,73.26,57.84,62.29,57.67,59.83
CLOUD_AMT,2015,38.84,39.73,41.19,40.48,59.88,84.96,80.36,85.77,75.57,47.3,71.2,44.38,59.2
CLOUD_AMT,2016,45.63,42.48,46.12,20.94,64.6,86.37,89.41,81.18,87.39,53.63,36.95,49.52,58.78
CLOUD_AMT,2017,42.48,12.5,25.74,35.58,50.84,88.98,93.34,89.47,83.18,72.26,58.87,21.07,56.44
CLOUD_AMT,2018,14.77,35.23,27.05,35.38,58.02,82.99,94.48,90.15,71.4,53.83,52.84,46.36,55.31
CLOUD_AMT,2019,23.2,26.12,12.73,38.08,50.46,80.8,90.09,90.75,86.48,76.98,38.83,47.39,55.34
CLOUD_AMT,2020,32.87,25.34,20.84,38.16,59.56,87.08,91.11,93.52,76.71,75.34,59.91,36.93,58.21
PRECTOTCORR,2011,0.01,0.93,0.0,0.89,0.77,1.35,3.07,4.43,1.47,4.62,2.21,0.81,1.72
PRECTOTCORR,2012,1.05,0.0,0.05,0.28,0.86,2.06,2.95,3.06,4.7,7.94,4.0,0.75,2.32
PRECTOTCORR,2013,0.0,1.48,0.01,1.33,0.35,2.55,4.18,5.54,4.37,8.98,2.51,0.01,2.62
PRECTOTCORR,2014,0.0,0.12,0.11,0.04,1.19,0.55,3.66,2.7,3.87,4.8,4.22,2.08,1.96
PRECTOTCORR,2015,0.05,0.0,0.06,0.78,0.37,4.34,1.63,4.53,3.25,1.82,7.46,1.05,2.11
PRECTOTCORR,2016,0.11,0.0,0.0,0.0,4.66,3.99,2.1,4.55,6.07,0.86,0.12,1.41,1.99
PRECTOTCORR,2017,0.01,0.0,0.1,0.04,0.77,3.43,4.75,6.44,4.97,3.42,1.44,0.01,2.13
PRECTOTCORR,2018,0.0,0.01,0.12,0.76,0.61,2.21,2.64,3.94,1.92,0.93,1.81,1.28,1.36
PRECTOTCORR,2019,0.42,0.08,0.11,0.41,0.44,2.23,4.66,5.08,6.69,10.05,0.94,0.99,2.7
PRECTOTCORR,2020,1.02,0.17,0.1,0.85,0.35,3.7,6.75,3.91,8.34,3.79,10.94,0.87,3.39
ALLSKY_SFC_PAR_TOT,2011,93.48,99.05,121.91,123.12,120.71,108.98,96.83,94.05,101.48,87.77,86.81,76.8,100.89
ALLSKY_SFC_PAR_TOT,2012,89.98,103.48,116.95,122.89,117.22,107.34,89.39,100.46,96.28,92.46,83.54,78.67,99.84
ALLSKY_SFC_PAR_TOT,2013,85.27,98.91,114.24,120.55,117.17,100.31,75.16,93.63,98.49,80.99,81.14,81.59,95.55
ALLSKY_SFC_PAR_TOT,2014,80.29,97.41,106.31,116.02,118.8,109.4,86.95,103.12,93.62,91.52,78.52,73.98,96.28
ALLSKY_SFC_PAR_TOT,2015,85.98,105.03,109.73,121.0,120.27,88.27,110.64,98.13,94.53,95.96,69.19,83.25,98.5
ALLSKY_SFC_PAR_TOT,2016,82.48,102.31,112.52,132.06,112.52,93.79,94.8,100.12,81.92,98.69,90.4,77.73,98.24
ALLSKY_SFC_PAR_TOT,2017,83.87,108.86,114.41,116.37,118.67,99.42,96.0,88.15,93.74,93.17,82.21,84.91,98.23
ALLSKY_SFC_PAR_TOT,2018,86.42,105.04,109.89,122.23,116.56,107.09,84.76,87.3,103.57,99.48,86.62,67.81,97.93
ALLSKY_SFC_PAR_TOT,2019,81.62,103.2,120.92,123.61,116.4,110.7,90.77,89.53,88.77,85.94,86.36,68.98,97.12
ALLSKY_SFC_PAR_TOT,2020,83.12,100.35,115.98,122.45,123.49,102.8,97.13,82.79,88.27,84.59,75.99,76.82,96.11
