-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2011 through 12/31/2020 
Location: Latitude  28.21   Longitude 94.72 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 697.57 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
GWETPROF,2018,0.74,0.73,0.73,0.72,0.77,0.83,0.96,0.94,0.96,0.91,0.85,0.79,0.83
GWETPROF,2019,0.74,0.7,0.7,0.7,0.8,0.88,0.98,0.94,0.95,0.93,0.87,0.8,0.84
GWETPROF,2020,0.77,0.73,0.7,0.73,0.8,0.96,0.98,0.96,0.97,0.95,0.88,0.81,0.86
GWETROOT,2011,0.69,0.66,0.66,0.69,0.7,0.77,0.93,0.95,0.91,0.84,0.73,0.68,0.77
GWETROOT,2012,0.65,0.61,0.59,0.63,0.73,0.87,0.98,0.95,0.98,0.93,0.79,0.72,0.79
GWETROOT,2013,0.67,0.62,0.59,0.66,0.75,0.82,0.95,0.96,0.95,0.91,0.8,0.71,0.78
GWETROOT,2014,0.67,0.65,0.61,0.58,0.7,0.8,0.91,0.97,0.96,0.88,0.76,0.7,0.77
GWETROOT,2015,0.65,0.62,0.6,0.68,0.75,0.95,0.95,0.96,0.97,0.88,0.77,0.71,0.79
GWETROOT,2016,0.68,0.67,0.67,0.77,0.84,0.88,0.98,0.89,0.97,0.91,0.77,0.69,0.81
GWETROOT,2017,0.64,0.62,0.65,0.72,0.83,0.95,0.97,0.96,0.95,0.94,0.83,0.73,0.82
GWETROOT,2018,0.69,0.67,0.69,0.68,0.72,0.78,0.96,0.92,0.97,0.88,0.8,0.73,0.79
GWETROOT,2019,0.68,0.66,0.66,0.66,0.77,0.85,0.98,0.92,0.95,0.91,0.82,0.74,0.8
GWETROOT,2020,0.71,0.68,0.66,0.7,0.77,0.97,0.99,0.97,0.98,0.94,0.83,0.75,0.83
WS2M_MAX,2011,1.21,1.21,1.18,0.97,0.8,0.82,0.77,0.74,0.77,0.96,1.14,1.19,1.21
WS2M_MAX,2012,1.25,1.2,1.02,0.95,1.02,0.71,0.67,0.73,0.74,1.05,1.12,1.12,1.25
WS2M_MAX,2013,1.21,1.15,1.04,0.87,0.84,0.84,0.73,0.68,0.76,0.96,1.22,1.16,1.22
WS2M_MAX,2014,1.16,1.19,1.08,0.95,0.81,0.8,0.67,0.68,0.87,0.95,1.0,1.05,1.19
WS2M_MAX,2015,1.12,1.1,1.13,0.88,0.77,0.71,0.79,0.7,0.86,0.95,1.21,1.22,1.22
WS2M_MAX,2016,1.1,0.97,0.99,0.85,0.81,0.77,0.7,0.74,0.77,0.93,1.1,1.19,1.19
WS2M_MAX,2017,1.23,1.14,1.01,0.98,0.84,0.82,0.77,0.73,0.71,0.93,1.04,1.12,1.23
WS2M_MAX,2018,1.18,1.18,1.1,1.03,0.86,0.81,0.7,0.71,0.74,0.95,1.12,1.17,1.18
WS2M_MAX,2019,1.26,1.24,0.98,0.91,0.8,0.73,0.74,0.74,0.73,0.88,0.95,1.2,1.26
WS2M_MAX,2020,1.21,1.05,0.99,1.0,0.81,0.62,0.62,0.74,0.68,0.92,1.09,1.17,1.21
WS2M_MIN,2011,0.01,0.03,0.05,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01
WS2M_MIN,2012,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.01
WS2M_MIN,2013,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01
WS2M_MIN,2014,0.01,0.02,0.01,0.02,0.01,0.03,0.03,0.02,0.0,0.02,0.0,0.01,0.0
WS2M_MIN,2015,0.02,0.01,0.03,0.02,0.02,0.03,0.04,0.02,0.01,0.01,0.02,0.01,0.01
WS2M_MIN,2016,0.02,0.04,0.02,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01
WS2M_MIN,2017,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01
WS2M_MIN,2018,0.01,0.0,0.02,0.02,0.02,0.04,0.02,0.01,0.02,0.01,0.0,0.01,0.0
WS2M_MIN,2019,0.02,0.04,0.02,0.01,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
WS2M_MIN,2020,0.01,0.01,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.0,0.02,0.01,0.0
CLOUD_AMT,2011,76.44,74.38,88.37,89.54,86.19,93.37,97.54,79.85,83.44,73.61,57.95,69.74,80.91
CLOUD_AMT,2012,84.2,84.76,86.48,89.17,80.36,95.8,96.17,86.84,84.7,73.96,58.58,64.45,82.11
CLOUD_AMT,2013,66.31,74.34,85.33,93.7,90.67,86.7,94.73,81.69,79.95,78.26,48.41,69.27,79.17
CLOUD_AMT,2014,64.58,83.23,87.05,88.32,93.03,93.23,92.49,95.03,83.21,63.67,72.85,70.55,82.24
CLOUD_AMT,2015,64.98,77.44,83.52,92.03,93.89,93.9,82.12,92.28,86.77,69.42,58.98,74.29,80.8
CLOUD_AMT,2016,70.58,84.14,83.73,91.59,88.25,92.55,95.82,78.7,93.8,67.23,50.72,52.79,79.1
CLOUD_AMT,2017,64.48,74.01,92.16,88.23,91.52,92.52,90.33,91.69,91.49,77.28,60.56,57.03,80.98
CLOUD_AMT,2018,73.48,86.59,83.89,83.74,95.31,89.91,94.76,91.62,89.91,79.65,60.63,61.12,82.53
CLOUD_AMT,2019,56.2,82.34,84.95,84.8,97.49,89.85,96.02,86.3,95.61,86.42,77.45,66.63,83.65
CLOUD_AMT,2020,74.91,80.5,89.29,89.45,90.46,95.03,97.52,88.13,93.7,76.36,59.48,65.09,83.33
PRECTOTCORR,2011,0.5,0.44,5.53,5.11,6.18,11.9,21.22,10.92,13.61,0.47,0.23,0.82,6.45
PRECTOTCORR,2012,0.54,0.3,1.89,10.62,9.41,18.73,18.78,15.73,19.93,5.1,0.35,0.49,8.49
PRECTOTCORR,2013,0.2,0.19,4.16,6.33,12.05,12.99,15.95,15.06,9.27,6.55,0.03,0.21,6.97
PRECTOTCORR,2014,0.11,1.36,1.11,1.96,15.32,14.1,10.11,19.34,14.15,1.12,0.33,0.06,6.62
PRECTOTCORR,2015,0.27,1.42,1.81,8.57,13.46,20.13,10.76,27.8,10.19,2.84,0.91,0.44,8.25
PRECTOTCORR,2016,0.81,2.88,3.12,13.82,8.36,14.07,23.47,7.97,17.98,4.62,0.08,0.23,8.11
PRECTOTCORR,2017,0.15,2.51,4.31,12.72,12.23,21.26,18.02,19.08,12.76,8.3,0.1,0.04,9.32
PRECTOTCORR,2018,0.62,1.33,4.36,5.23,8.39,12.95,19.14,9.05,16.45,1.85,2.82,0.62,6.92
PRECTOTCORR,2019,0.51,2.84,1.94,4.97,12.57,16.24,30.53,6.67,16.33,4.83,0.55,0.09,8.2
PRECTOTCORR,2020,1.46,1.38,1.46,8.68,15.95,29.1,38.9,16.45,22.44,5.8,1.17,0.37,11.95
ALLSKY_SFC_PAR_TOT,2011,45.29,62.19,56.73,64.37,81.76,72.73,66.52,92.02,75.66,76.52,63.56,51.92,67.46
ALLSKY_SFC_PAR_TOT,2012,40.55,49.46,56.68,56.23,76.57,56.15,73.61,83.12,76.36,70.49,66.81,52.16,63.25
ALLSKY_SFC_PAR_TOT,2013,56.37,69.11,64.56,54.08,65.97,82.28,73.86,95.41,74.47,64.57,72.41,50.37,68.59
ALLSKY_SFC_PAR_TOT,2014,57.59,46.75,60.27,61.56,56.98,67.23,81.9,67.38,72.33,83.62,58.36,54.5,64.17
ALLSKY_SFC_PAR_TOT,2015,60.02,57.82,57.74,55.5,62.47,66.66,95.34,69.46,64.51,82.02,64.45,47.26,65.36
ALLSKY_SFC_PAR_TOT,2016,54.3,47.02,56.62,55.0,74.76,71.86,75.45,100.28,59.89,74.87,75.27,62.86,67.48
ALLSKY_SFC_PAR_TOT,2017,61.49,56.27,56.05,64.02,75.49,71.2,88.36,79.06,68.18,66.88,70.97,60.55,68.3
ALLSKY_SFC_PAR_TOT,2018,52.09,48.42,62.29,73.62,71.51,79.65,80.18,83.51,68.57,64.45,58.77,58.87,66.94
ALLSKY_SFC_PAR_TOT,2019,63.22,49.73,62.0,77.58,53.29,86.37,70.38,98.95,64.05,64.29,57.94,52.13,66.75
ALLSKY_SFC_PAR_TOT,2020,51.02,60.0,62.46,67.95,78.41,65.02,61.09,87.4,60.99,68.45,63.8,53.48,65.04
